pathway_id,gene
PW20,G132
PW42,G295
PW9,G182
PW8,G318
PW28,G396
PW30,G291
PW46,G75
PW35,G235
PW38,G134
PW1,G378
PW35,G203
PW2,G233
PW2,G383
PW8,G74
PW4,G31
PW38,G318
PW13,G141
PW20,G266
PW25,G151
PW0,G280
PW11,G107
PW25,G155
PW13,G56
PW48,G1
PW9,G254
PW35,G3
PW14,G33
PW36,G163
PW24,G362
PW48,G244
PW25,G84
PW20,G324
PW49,G336
PW11,G333
PW20,G66
PW29,G180
PW36,G278
PW15,G270
PW11,G17
PW4,G291
PW11,G383
PW40,G94
PW11,G381
PW7,G341
PW9,G112
PW3,G295
PW31,G239
PW46,G165
PW18,G160
PW28,G378
PW41,G192
PW21,G139
PW31,G392
PW30,G16
PW49,G224
PW21,G203
PW26,G8
PW9,G251
PW40,G368
PW5,G338
PW28,G40
PW30,G229
PW9,G8
PW23,G189
PW29,G134
PW18,G132
PW4,G393
PW34,G69
PW33,G204
PW19,G357
PW38,G47
PW37,G226
PW38,G274
PW3,G267
PW39,G49
PW25,G318
PW45,G241
PW45,G181
PW36,G253
PW0,G396
PW29,G257
PW37,G84
PW18,G45
PW1,G261
PW10,G24
PW15,G16
PW39,G221
PW0,G238
PW32,G273
PW8,G382
PW14,G110
PW30,G383
PW27,G220
PW43,G119
PW30,G195
PW28,G280
PW31,G226
PW18,G46
PW4,G318
PW29,G320
PW3,G281
PW42,G254
PW21,G49
PW22,G352
PW6,G96
PW33,G278
PW23,G145
PW40,G117
PW29,G75
PW5,G301
PW14,G302
PW39,G103
PW47,G125
PW8,G214
PW33,G264
PW6,G197
PW43,G148
PW20,G342
PW13,G287
PW41,G72
PW8,G342
PW41,G157
PW22,G108
PW37,G373
PW45,G377
PW4,G42
PW6,G67
PW11,G253
PW44,G39
PW44,G302
PW22,G128
PW37,G132
PW2,G281
PW21,G285
PW19,G328
PW45,G320
PW26,G90
PW41,G206
PW3,G377
PW7,G58
PW9,G348
PW35,G398
PW19,G255
PW29,G176
PW35,G131
PW49,G262
PW31,G152
PW37,G182
PW8,G212
PW43,G271
PW24,G83
PW41,G58
PW17,G99
PW29,G148
PW34,G367
PW29,G266
PW22,G296
PW14,G181
PW4,G88
PW16,G262
PW19,G244
PW45,G187
PW44,G214
PW44,G16
PW37,G172
PW4,G283
PW47,G249
PW22,G312
PW9,G191
PW2,G41
PW17,G393
PW15,G127
PW46,G291
PW26,G52
PW29,G83
PW26,G262
PW43,G228
PW33,G75
PW29,G16
PW43,G290
PW48,G306
PW20,G308
PW18,G365
PW42,G119
PW45,G299
PW26,G102
PW4,G377
PW49,G338
PW29,G186
PW48,G74
PW48,G396
PW11,G231
PW26,G32
PW18,G117
PW11,G282
PW37,G374
PW18,G165
PW10,G28
PW30,G122
PW14,G353
PW38,G153
PW45,G221
PW0,G17
PW9,G343
PW28,G223
PW16,G15
PW18,G295
PW22,G3
PW32,G163
PW10,G163
PW2,G354
PW13,G132
PW26,G355
PW40,G135
PW29,G52
PW28,G1
PW13,G3
PW44,G243
PW17,G128
PW31,G222
PW31,G334
PW12,G317
PW39,G47
PW28,G30
PW13,G309
PW31,G299
PW0,G347
PW9,G91
PW46,G315
PW19,G334
PW34,G65
PW0,G209
PW47,G214
PW4,G355
PW33,G369
PW9,G197
PW3,G243
PW39,G131
PW35,G355
PW22,G277
PW38,G373
PW3,G284
PW17,G52
PW49,G315
PW10,G348
PW46,G311
PW37,G399
PW11,G261
PW1,G332
PW44,G27
PW19,G261
PW29,G255
PW3,G244
PW17,G373
PW32,G158
PW37,G398
PW37,G38
PW12,G219
PW37,G256
PW3,G267
PW1,G343
PW23,G168
PW44,G137
PW24,G66
PW9,G190
PW20,G164
PW17,G306
PW30,G320
PW45,G180
PW17,G394
PW20,G114
PW8,G377
PW26,G304
PW6,G51
PW7,G243
PW14,G156
PW32,G376
PW8,G69
PW14,G389
PW29,G326
PW14,G83
PW26,G290
PW33,G40
PW46,G76
PW35,G123
PW1,G47
PW33,G206
PW46,G166
PW19,G177
PW17,G308
PW47,G58
PW0,G201
PW14,G230
PW36,G51
PW14,G24
PW1,G53
PW3,G23
PW35,G281
PW38,G113
PW38,G193
PW12,G383
PW23,G175
PW5,G322
PW26,G165
PW3,G3
PW25,G286
PW23,G369
PW45,G281
PW22,G249
PW16,G180
PW26,G341
PW45,G208
PW6,G207
PW27,G337
PW10,G279
PW48,G266
PW30,G360
PW10,G193
PW23,G3
PW19,G209
PW21,G356
PW32,G80
PW40,G124
PW36,G308
PW31,G153
PW13,G74
PW15,G250
PW45,G200
PW15,G391
PW0,G170
PW44,G231
PW48,G33
PW16,G394
PW35,G100
PW33,G87
PW26,G24
PW42,G171
PW26,G277
PW5,G74
PW1,G368
PW35,G333
PW27,G208
PW37,G390
PW16,G214
PW2,G139
PW12,G183
PW15,G117
PW14,G130
PW15,G25
PW33,G88
PW9,G237
PW24,G247
PW18,G232
PW25,G181
PW15,G332
PW37,G294
PW4,G302
PW28,G287
PW42,G289
PW49,G327
PW11,G232
PW46,G263
PW11,G90
