sample_id,drug,response
S0,MG-132,0
S1,MG-132,1
S2,MG-132,0
S3,MG-132,1
S4,MG-132,1
S5,MG-132,1
S6,MG-132,1
S7,MG-132,0
S8,MG-132,0
S9,MG-132,0
S10,MG-132,1
S11,MG-132,0
S12,MG-132,1
S13,MG-132,0
S14,MG-132,1
S15,MG-132,1
S16,MG-132,1
S17,MG-132,0
S18,MG-132,0
S19,MG-132,1
S20,MG-132,0
S21,MG-132,0
S22,MG-132,1
S23,MG-132,1
S24,MG-132,0
S25,MG-132,1
S26,MG-132,1
S27,MG-132,1
S28,MG-132,1
S29,MG-132,1
S30,MG-132,0
S31,MG-132,0
S32,MG-132,1
S33,MG-132,1
S34,MG-132,0
S35,MG-132,1
S36,MG-132,0
S37,MG-132,0
S38,MG-132,0
S39,MG-132,1
S40,MG-132,0
S41,MG-132,1
S42,MG-132,1
S43,MG-132,1
S44,MG-132,1
S45,MG-132,1
S46,MG-132,0
S47,MG-132,1
S48,MG-132,0
S49,MG-132,0
S50,MG-132,0
S51,MG-132,0
S52,MG-132,1
S53,MG-132,1
S54,MG-132,1
S55,MG-132,0
S56,MG-132,1
S57,MG-132,1
S58,MG-132,1
S59,MG-132,1
S60,MG-132,0
S61,MG-132,0
S62,MG-132,1
S63,MG-132,0
S64,MG-132,1
S65,MG-132,1
S66,MG-132,1
S67,MG-132,1
S68,MG-132,1
S69,MG-132,1
S70,MG-132,0
S71,MG-132,0
S72,MG-132,0
S73,MG-132,0
S74,MG-132,1
S75,MG-132,0
S76,MG-132,1
S77,MG-132,0
S78,MG-132,0
S79,MG-132,0
S80,MG-132,0
S81,MG-132,1
S82,MG-132,0
S83,MG-132,1
S84,MG-132,1
S85,MG-132,0
S86,MG-132,1
S87,MG-132,1
S88,MG-132,1
S89,MG-132,1
S90,MG-132,1
S91,MG-132,1
S92,MG-132,0
S93,MG-132,1
S94,MG-132,0
S95,MG-132,0
S96,MG-132,0
S97,MG-132,1
S98,MG-132,1
S99,MG-132,1
S100,MG-132,1
S101,MG-132,1
S102,MG-132,0
S103,MG-132,0
S104,MG-132,0
S105,MG-132,1
S106,MG-132,0
S107,MG-132,0
S108,MG-132,1
S109,MG-132,1
S110,MG-132,1
S111,MG-132,1
S112,MG-132,0
S113,MG-132,0
S114,MG-132,0
S115,MG-132,0
S116,MG-132,1
S117,MG-132,0
S118,MG-132,1
S119,MG-132,1
