sample_id,drug,response
S0,PHA-665752,1
S1,PHA-665752,0
S2,PHA-665752,1
S3,PHA-665752,1
S4,PHA-665752,0
S5,PHA-665752,0
S6,PHA-665752,1
S7,PHA-665752,1
S8,PHA-665752,0
S9,PHA-665752,0
S10,PHA-665752,1
S11,PHA-665752,1
S12,PHA-665752,0
S13,PHA-665752,1
S14,PHA-665752,0
S15,PHA-665752,1
S16,PHA-665752,1
S17,PHA-665752,1
S18,PHA-665752,1
S19,PHA-665752,0
S20,PHA-665752,0
S21,PHA-665752,1
S22,PHA-665752,1
S23,PHA-665752,1
S24,PHA-665752,1
S25,PHA-665752,0
S26,PHA-665752,0
S27,PHA-665752,1
S28,PHA-665752,1
S29,PHA-665752,0
S30,PHA-665752,0
S31,PHA-665752,1
S32,PHA-665752,0
S33,PHA-665752,1
S34,PHA-665752,1
S35,PHA-665752,0
S36,PHA-665752,1
S37,PHA-665752,1
S38,PHA-665752,0
S39,PHA-665752,1
S40,PHA-665752,1
S41,PHA-665752,0
S42,PHA-665752,0
S43,PHA-665752,1
S44,PHA-665752,1
S45,PHA-665752,1
S46,PHA-665752,1
S47,PHA-665752,0
S48,PHA-665752,0
S49,PHA-665752,0
S50,PHA-665752,1
S51,PHA-665752,1
S52,PHA-665752,1
S53,PHA-665752,0
S54,PHA-665752,1
S55,PHA-665752,0
S56,PHA-665752,0
S57,PHA-665752,1
S58,PHA-665752,0
S59,PHA-665752,0
S60,PHA-665752,1
S61,PHA-665752,1
S62,PHA-665752,1
S63,PHA-665752,0
S64,PHA-665752,0
S65,PHA-665752,1
S66,PHA-665752,1
S67,PHA-665752,1
S68,PHA-665752,0
S69,PHA-665752,0
S70,PHA-665752,0
S71,PHA-665752,1
S72,PHA-665752,0
S73,PHA-665752,1
S74,PHA-665752,1
S75,PHA-665752,0
S76,PHA-665752,0
S77,PHA-665752,1
S78,PHA-665752,0
S79,PHA-665752,0
S80,PHA-665752,1
S81,PHA-665752,0
S82,PHA-665752,0
S83,PHA-665752,0
S84,PHA-665752,0
S85,PHA-665752,1
S86,PHA-665752,1
S87,PHA-665752,1
S88,PHA-665752,1
S89,PHA-665752,1
S90,PHA-665752,1
S91,PHA-665752,0
S92,PHA-665752,1
S93,PHA-665752,1
S94,PHA-665752,0
S95,PHA-665752,1
S96,PHA-665752,1
S97,PHA-665752,0
S98,PHA-665752,1
S99,PHA-665752,0
S100,PHA-665752,0
S101,PHA-665752,0
S102,PHA-665752,0
S103,PHA-665752,1
S104,PHA-665752,1
S105,PHA-665752,1
S106,PHA-665752,0
S107,PHA-665752,0
S108,PHA-665752,1
S109,PHA-665752,0
S110,PHA-665752,1
S111,PHA-665752,1
S112,PHA-665752,1
S113,PHA-665752,0
S114,PHA-665752,1
S115,PHA-665752,1
S116,PHA-665752,1
S117,PHA-665752,0
S118,PHA-665752,1
S119,PHA-665752,0
