gene_u,gene_v,score
G0,G1,0.7985521753437006
G1,G2,0.9
G2,G3,0.9
G3,G4,0.9
G4,G5,0.732589389203676
G5,G6,0.8425928087493183
G6,G7,0.9091317093194212
G7,G8,0.882751292927884
G8,G9,0.9
G9,G10,0.9
G10,G11,0.9
G11,G12,0.9
G12,G13,0.9
G13,G14,0.9265825579274252
G14,G15,0.898119715532642
G15,G16,0.7954016383452132
G16,G17,0.8981310185176115
G17,G18,0.8630423231523267
G18,G19,0.9321687522783918
G19,G20,0.7405918120446733
G20,G21,0.9016089222124848
G21,G22,0.9
G22,G23,0.8480836827394955
G23,G24,0.7519794975796842
G24,G25,0.9
G25,G26,0.8213832699356832
G26,G27,0.7825977223351184
G27,G28,0.9
G28,G29,0.7235046637105411
G29,G30,0.7114724752234034
G30,G31,0.9
G31,G32,0.9
G32,G33,0.9104775641216678
G33,G34,0.7926083811366873
G34,G35,0.931975111477192
G35,G36,0.7246432080279127
G36,G37,0.7136672971285607
G37,G38,0.9432226350331264
G38,G39,0.8096628252087771
G39,G40,0.8194224980130745
G40,G41,0.9
G41,G42,0.8683235137637155
G42,G43,0.9
G43,G44,0.9
G44,G45,0.7446210498548061
G45,G46,0.8538740509797021
G46,G47,0.7716707748575937
G47,G48,0.7821996382761607
G48,G49,0.9059549840478898
G49,G50,0.8308374744934186
G50,G51,0.9036030009603494
G51,G52,0.7582154651052706
G52,G53,0.92133336913561
G53,G54,0.7847992385232752
G54,G55,0.7962117374949654
G55,G56,0.9
G56,G57,0.7211761392265434
G57,G58,0.9
G58,G59,0.9
G59,G60,0.7494709890834599
G60,G61,0.9
G61,G62,0.9
G62,G63,0.9
G63,G64,0.8360612540130988
G64,G65,0.9
G65,G66,0.9333807975266184
G66,G67,0.9
G67,G68,0.9
G68,G69,0.9
G69,G70,0.9
G70,G71,0.7492799650652003
G71,G72,0.916372101103016
G72,G73,0.9
G73,G74,0.7934450086077569
G74,G75,0.8226075317416357
G75,G76,0.9
G76,G77,0.9
G77,G78,0.7709058131097978
G78,G79,0.9
G79,G80,0.7688485174679424
G80,G81,0.8894119279290738
G81,G82,0.9
G82,G83,0.9
G83,G84,0.9181832129674424
G84,G85,0.8537444673134159
G85,G86,0.8394628514148073
G86,G87,0.9
G87,G88,0.7808348420202701
G88,G89,0.71512381534531
G89,G90,0.8129280951613849
G90,G91,0.8984222057431172
G91,G92,0.8180550316268946
G92,G93,0.9
G93,G94,0.8760974086843476
G94,G95,0.9
G95,G96,0.7625515663829104
G96,G97,0.9
G97,G98,0.892734241882313
G98,G99,0.8320892502186259
G99,G100,0.9
G100,G101,0.766409895591172
G101,G102,0.7475638142480531
G102,G103,0.9102483834345624
G103,G104,0.723049203368892
G104,G105,0.8182478237495833
G105,G106,0.7401284501168651
G106,G107,0.9
G107,G108,0.9
G108,G109,0.9
G109,G110,0.9
G110,G111,0.7882417550916597
G111,G112,0.7040488909381114
G112,G113,0.894698569617771
G113,G114,0.7246529062151232
G114,G115,0.9056973194221472
G115,G116,0.8110985131675894
G116,G117,0.9
G117,G118,0.9
G118,G119,0.9
G119,G120,0.9
G120,G121,0.7576637478999647
G121,G122,0.8404790634414452
G122,G123,0.8358009348356013
G123,G124,0.9
G124,G125,0.9
G125,G126,0.899607086486275
G126,G127,0.9246914228475238
G127,G128,0.7798970863231929
G128,G129,0.9
G129,G130,0.9
G130,G131,0.9
G131,G132,0.9275728866338148
G132,G133,0.9
G133,G134,0.7622057954002248
G134,G135,0.8151393351202507
G135,G136,0.7407480042628942
G136,G137,0.9
G137,G138,0.9
G138,G139,0.8802364516813905
G139,G140,0.849605900132729
G140,G141,0.9
G141,G142,0.8418025139662759
G142,G143,0.7004837369652521
G143,G144,0.9
G144,G145,0.9
G145,G146,0.9
G146,G147,0.9
G147,G148,0.7690258905908791
G148,G149,0.9
G149,G150,0.7883974756499297
G150,G151,0.857032470793793
G151,G152,0.9
G152,G153,0.9
G153,G154,0.9
G154,G155,0.9
G155,G156,0.7277199064725968
G156,G157,0.7451111493432383
G157,G158,0.7073132311891054
G158,G159,0.8300389116804066
G159,G160,0.812106802111424
G160,G161,0.9
G161,G162,0.9106170488376674
G162,G163,0.7891629846416339
G163,G164,0.8667967353374153
G164,G165,0.9
G165,G166,0.9
G166,G167,0.940236089287214
G167,G168,0.8141804225459371
G168,G169,0.9
G169,G170,0.89259478324945
G170,G171,0.9
G171,G172,0.8157049870805866
G172,G173,0.9
G173,G174,0.9147692061305012
G174,G175,0.8745958685803181
G175,G176,0.7040018812661122
G176,G177,0.9150403374548796
G177,G178,0.7773555683098551
G178,G179,0.8365504112588323
G179,G180,0.8399155730999872
G180,G181,0.9
G181,G182,0.770757968939498
G182,G183,0.8957943731042929
G183,G184,0.8361791538845078
G184,G185,0.9
G185,G186,0.9
G186,G187,0.9151949161350192
G187,G188,0.8054296850689577
G188,G189,0.8802238072952541
G189,G190,0.9013062504137592
G190,G191,0.9
G191,G192,0.8337523300115104
G192,G193,0.9
G193,G194,0.9
G194,G195,0.9
G195,G196,0.9
G196,G197,0.9
G197,G198,0.8414333677083601
G198,G199,0.8048654234069444
G199,G200,0.9
G200,G201,0.7468026067682705
G201,G202,0.7468991546699312
G202,G203,0.9228512657127924
G203,G204,0.9
G204,G205,0.9498206869443176
G205,G206,0.7262732284074824
G206,G207,0.9473417357086666
G207,G208,0.7671602542408247
G208,G209,0.7998578028253931
G209,G210,0.7522765140683076
G210,G211,0.7024954761052202
G211,G212,0.8129407915420066
G212,G213,0.9
G213,G214,0.8314984144038436
G214,G215,0.866290143506623
G215,G216,0.7717768155814774
G216,G217,0.8943088881029062
G217,G218,0.9
G218,G219,0.7988263577131408
G219,G220,0.8802521165389455
G220,G221,0.7368219818216533
G221,G222,0.9
G222,G223,0.8875160268798608
G223,G224,0.7092161566092758
G224,G225,0.7945494407079963
G225,G226,0.7106481441323778
G226,G227,0.7085036013009742
G227,G228,0.946479904734122
G228,G229,0.9465846839291217
G229,G230,0.9
G230,G231,0.9
G231,G232,0.9
G232,G233,0.9322560296289516
G233,G234,0.8845297244945695
G234,G235,0.9
G235,G236,0.9
G236,G237,0.9
G237,G238,0.9
G238,G239,0.9
G239,G240,0.7908657435482201
G240,G241,0.9
G241,G242,0.8139921011006653
G242,G243,0.7063589040927183
G243,G244,0.7566488031730236
G244,G245,0.7119318522775814
G245,G246,0.9
G246,G247,0.9205246747969954
G247,G248,0.73480299019059
G248,G249,0.8008237779904743
G249,G250,0.9
G250,G251,0.7602239895761589
G251,G252,0.767795619648508
G252,G253,0.8089114519309389
G253,G254,0.9
G254,G255,0.9
G255,G256,0.719144764983282
G256,G257,0.908839064715522
G257,G258,0.9267248770401468
G258,G259,0.8431932423343191
G259,G260,0.851644136188443
G260,G261,0.9032484355553626
G261,G262,0.9
G262,G263,0.9145234023117136
G263,G264,0.9
G264,G265,0.9
G265,G266,0.9
G266,G267,0.9
G267,G268,0.9
G268,G269,0.7759119805806278
G269,G270,0.8159331355144941
G270,G271,0.8173362794447927
G271,G272,0.912277308157902
G272,G273,0.9
G273,G274,0.7346095720710679
G274,G275,0.9242011103183644
G275,G276,0.9
G276,G277,0.9
G277,G278,0.7895572763527221
G278,G279,0.9
G279,G280,0.7945258967777337
G280,G281,0.7854506081296403
G281,G282,0.8676806457202817
G282,G283,0.7398482821961792
G283,G284,0.8675099396949753
G284,G285,0.7870204842727773
G285,G286,0.8522926775028894
G286,G287,0.8649393869719841
G287,G288,0.7412916472702292
G288,G289,0.9
G289,G290,0.7667637710100733
G290,G291,0.8816934883857059
G291,G292,0.9
G292,G293,0.7820625634899848
G293,G294,0.7374521080366268
G294,G295,0.9462247690174476
G295,G296,0.7035710752668747
G296,G297,0.9
G297,G298,0.8334301658456458
G298,G299,0.9425966832533405
G299,G300,0.7854621015765009
G300,G301,0.8692765967848278
G301,G302,0.9
G302,G303,0.9
G303,G304,0.8462807828617137
G304,G305,0.9
G305,G306,0.9
G306,G307,0.8304089921476407
G307,G308,0.9
G308,G309,0.9
G309,G310,0.9089742997245588
G310,G311,0.7951027260043514
G311,G312,0.8118285270894758
G312,G313,0.8646362163385196
G313,G314,0.8931564723994114
G314,G315,0.821068436718278
G315,G316,0.9
G316,G317,0.9
G317,G318,0.8653575660044309
G318,G319,0.7772562958422063
G319,G320,0.9338612890963636
G320,G321,0.9
G321,G322,0.9
G322,G323,0.8376591966870048
G323,G324,0.7827785378469043
G324,G325,0.936164229838308
G325,G326,0.7793100141974971
G326,G327,0.7279689618602444
G327,G328,0.9
G328,G329,0.7310526330499754
G329,G330,0.8419065118518556
G330,G331,0.9
G331,G332,0.9
G332,G333,0.8613802362343015
G333,G334,0.8261466713297991
G334,G335,0.8284393242637439
G335,G336,0.7871663130103363
G336,G337,0.8855397264303522
G337,G338,0.9
G338,G339,0.8645087300071504
G339,G340,0.9171469536995224
G340,G341,0.729553346492037
G341,G342,0.9
G342,G343,0.7337929821795766
G343,G344,0.9394848046376252
G344,G345,0.7408233158431956
G345,G346,0.9292408023264548
G346,G347,0.9
G347,G348,0.9
G348,G349,0.9
G349,G350,0.9
G350,G351,0.9
G351,G352,0.8109941073915883
G352,G353,0.9
G353,G354,0.9
G354,G355,0.8169697331953996
G355,G356,0.9
G356,G357,0.7890051975849754
G357,G358,0.9
G358,G359,0.8917797812925258
G359,G360,0.8177374815984328
G360,G361,0.9
G361,G362,0.7805047461150765
G362,G363,0.9
G363,G364,0.9
G364,G365,0.7431874964180492
G365,G366,0.8826338905145807
G366,G367,0.7408646026117361
G367,G368,0.9
G368,G369,0.9
G369,G370,0.8568534921693725
G370,G371,0.8448586112199769
G371,G372,0.9013563848316865
G372,G373,0.7609985244623172
G373,G374,0.7370416240036977
G374,G375,0.8073865991438193
G375,G376,0.8996278509596158
G376,G377,0.7203098796462062
G377,G378,0.921881104559325
G378,G379,0.8689853689116325
G379,G380,0.9
G380,G381,0.894853728004451
G381,G382,0.9
G382,G383,0.9
G383,G384,0.8887835919028899
G384,G385,0.9
G385,G386,0.8699809695819987
G386,G387,0.9337881579797422
G387,G388,0.9
G388,G389,0.8702970864564892
G389,G390,0.9400533829903258
G390,G391,0.9
G391,G392,0.9474533017064876
G392,G393,0.9287684925600934
G393,G394,0.7018269864574842
G394,G395,0.8913808151607163
G395,G396,0.9425116049055564
G396,G397,0.8131168818403456
G397,G398,0.813680524108553
G398,G399,0.7393077173559577
G12,G358,0.9
G362,G53,0.9
G261,G376,0.8731427013555884
G178,G140,0.7503904055996666
G230,G144,0.9
G111,G265,0.7913175408436391
G203,G316,0.9
G109,G107,0.7837446198092219
G151,G317,0.925327388001138
G292,G286,0.8124792874517771
G252,G19,0.9
G112,G64,0.7543562809210688
G309,G21,0.9
G187,G42,0.9
G283,G94,0.8590689847208846
G329,G192,0.7553628949521198
G290,G263,0.9178906687858512
G173,G374,0.9
G381,G118,0.9247476985108478
G266,G293,0.8695293455757872
G108,G369,0.8637862178308207
G31,G155,0.9
G149,G258,0.8651428150705447
G153,G271,0.7996486315182229
G335,G215,0.9
G42,G240,0.9324552019641124
G192,G33,0.7676051178352566
G259,G320,0.856932532576349
G395,G169,0.9
G227,G20,0.9
G335,G338,0.7647859664312454
G44,G340,0.8875317992400591
G164,G250,0.7763342186481785
G381,G162,0.8586910782701519
G271,G218,0.9
G251,G389,0.8639848898312424
G207,G52,0.7061861183972938
G136,G210,0.7088956394967318
G347,G147,0.8858423479099795
G295,G361,0.8967629136086827
G85,G24,0.947042655360538
G208,G264,0.8717373949604407
G327,G304,0.8863279581745095
G225,G279,0.9
G197,G282,0.7083597161176645
G195,G371,0.7272924950642319
G177,G29,0.8780892405163832
G154,G379,0.9
G17,G326,0.9
G321,G50,0.8239003017429776
G139,G93,0.9456934963266892
G382,G306,0.9
G350,G281,0.7104532558624527
G79,G32,0.8157581551756526
G348,G213,0.9310020209063548
G281,G258,0.9
G300,G376,0.9
G10,G164,0.7969361914526281
G72,G216,0.9325671362864958
G269,G117,0.9
G1,G287,0.8710434265783612
G392,G269,0.9
G398,G71,0.9
G259,G306,0.7976905810741
G348,G132,0.7227187763620022
G210,G126,0.90111495969238
G235,G38,0.7078215782743291
G26,G345,0.9
G40,G297,0.8426108069863512
G331,G340,0.9
G54,G395,0.7694701231506379
G108,G152,0.8916103928064423
G114,G96,0.9
G161,G39,0.9
G315,G216,0.8852371740401115
G198,G306,0.9
G350,G396,0.9123258335165856
G215,G256,0.8344246529306716
G103,G11,0.9
G291,G56,0.866136451693899
G331,G344,0.7132723396896401
G111,G73,0.9
G352,G309,0.8880794066555527
G62,G127,0.9
G1,G12,0.9158600295460072
G301,G7,0.9
G165,G116,0.8893969756917772
G139,G279,0.853661996016666
G96,G144,0.9
G378,G28,0.9
G246,G336,0.8037396619307073
G234,G146,0.8491998288142943
G28,G374,0.8177836727138804
G316,G142,0.7704630067733311
G114,G245,0.9
G106,G78,0.9
G236,G395,0.9
G344,G349,0.7939915968178168
G308,G156,0.9
G255,G352,0.7632206512134758
G226,G64,0.9
G138,G332,0.9
G388,G47,0.9
G70,G105,0.773362254185868
G213,G393,0.8713268634000622
G253,G384,0.9
G101,G350,0.818321072414426
G37,G269,0.794174110291239
G72,G323,0.7301943902220864
G54,G232,0.9
G56,G86,0.934011764497323
G239,G203,0.9358323272396312
G295,G228,0.7874130388564573
G3,G13,0.791843150748982
G270,G82,0.9451473311274204
G395,G73,0.774709276127598
G79,G127,0.7584843789958634
G355,G61,0.9
G175,G174,0.866560019820779
G315,G291,0.8040295158687335
G9,G293,0.8166141870591426
G292,G287,0.9
G340,G163,0.940425422812853
G185,G143,0.9
G346,G284,0.7540390895313156
G136,G197,0.8967501824082278
G318,G351,0.9
G25,G179,0.9
G61,G176,0.7174356626215431
G141,G130,0.9
G169,G104,0.9
G205,G18,0.9
G41,G34,0.9
G106,G396,0.8805679757582768
G159,G160,0.8521469974656911
G92,G221,0.7722204025550391
G116,G53,0.9
G202,G170,0.9
G348,G144,0.9009580355877316
G118,G130,0.7753772481589944
G393,G24,0.9
G214,G263,0.9
G204,G166,0.9
G369,G11,0.730254001618313
G27,G147,0.9
G7,G129,0.9282352319437464
G127,G145,0.9
G120,G227,0.71350053964672
G98,G116,0.9103390218848666
G272,G190,0.748373211088464
G282,G314,0.7517239205492974
G294,G386,0.9
G141,G176,0.7854824061877153
G337,G131,0.8346355611525473
G346,G6,0.7632094188166343
G205,G357,0.7750057980481788
G393,G78,0.8750732464608435
G244,G155,0.9241757453499402
G232,G251,0.8728141208920952
G235,G151,0.9146339882125047
G136,G126,0.7605250075387422
G385,G138,0.8264505800491613
G8,G96,0.8101460285157223
G51,G37,0.9
G372,G190,0.9
G117,G336,0.9040381647827932
G366,G349,0.7829920547784069
G121,G174,0.7359454927023319
G301,G176,0.9
G70,G166,0.827846326425584
G192,G270,0.9
G290,G169,0.9
G227,G370,0.9
G145,G102,0.9
G383,G296,0.9
G245,G184,0.9143192977187174
G194,G130,0.9
G0,G331,0.7565393004763552
G1,G255,0.9080639843259216
G360,G167,0.9
G70,G166,0.7734221249163554
G272,G353,0.7135437248030896
G252,G147,0.7294525204823781
G295,G13,0.727719491934312
G82,G316,0.9231811888310696
G375,G61,0.7574399316266734
G225,G268,0.9129098929243326
G135,G327,0.7549482228331654
G46,G57,0.9
G209,G287,0.9203015928201176
G337,G128,0.8046629538649357
G351,G63,0.8124833096832087
G210,G223,0.8878638356062116
G255,G88,0.847451794818328
G351,G368,0.779534746688532
G5,G139,0.9
G320,G151,0.7066743632515036
G384,G60,0.9308268348316548
G236,G45,0.8422304229896684
G15,G238,0.865772684890473
G142,G309,0.7734464087311845
G357,G6,0.7074803155372208
G155,G79,0.764077338562121
G149,G185,0.9
G25,G346,0.9132480642922488
G297,G218,0.9
G218,G320,0.923830401239784
G284,G74,0.7759559768080417
G274,G47,0.8046216538940896
G112,G384,0.8595300360406652
G117,G246,0.7617141108782041
G366,G326,0.9114372045570184
G189,G156,0.8486635395438722
G286,G2,0.7481132677877534
G180,G266,0.9
G64,G144,0.9478902165040136
G231,G323,0.7358809734895752
G347,G227,0.9
G290,G71,0.9227908652797762
G172,G297,0.8597954253238358
G113,G96,0.9121224348125426
G389,G86,0.7537678588839152
G386,G26,0.9
G36,G287,0.7324168567231474
G0,G346,0.7503115115801682
G397,G265,0.8994160330023004
G322,G172,0.7977505109840453
G87,G260,0.8911528274501666
G143,G266,0.9371051363108532
G150,G111,0.797277814642109
G161,G30,0.9294499579186796
G371,G147,0.8750802647276692
G87,G359,0.9
G89,G189,0.8449658118428653
G308,G141,0.9
G90,G88,0.9062045184352346
G57,G9,0.9
G293,G256,0.8542055904360633
G272,G352,0.7607278812940483
G261,G20,0.9
G79,G54,0.8668494798243838
G66,G363,0.7273611363575314
G296,G202,0.9
G296,G293,0.9
G296,G121,0.7827888999203338
G347,G42,0.9
G288,G371,0.7880380478247153
G352,G139,0.929721651463446
G18,G294,0.7567220443447831
G63,G394,0.9
G157,G63,0.8880476664462612
G348,G392,0.8250236470201393
G100,G224,0.735276525870171
G36,G14,0.9
G346,G80,0.7750979110193128
G374,G125,0.9
G179,G54,0.7811732257416386
G274,G177,0.8178066181099233
G35,G338,0.7675493095044748
G282,G59,0.9
G17,G153,0.75719677819945
G125,G181,0.7089471423042986
G162,G257,0.8365016485739913
G22,G19,0.7696998594432736
G100,G35,0.9
G30,G261,0.831099066641811
G105,G320,0.9109807011749964
G200,G236,0.8121789574755828
G337,G66,0.8047786594767208
G51,G233,0.7110218610492555
G4,G345,0.8516459810333926
G395,G323,0.9426028404677252
G227,G174,0.9
G114,G113,0.7784231695424695
G104,G117,0.92258694499659
G45,G149,0.7277020308703669
G291,G207,0.9
G279,G91,0.8658493668413746
G208,G285,0.8593744290467014
G285,G325,0.9
G285,G327,0.9229112077586726
G167,G46,0.8359643782542615
G264,G23,0.879912965846527
G43,G282,0.8747396357550319
G100,G259,0.839551279494384
G58,G26,0.92975772781967
G262,G85,0.9
G399,G396,0.8831089363240985
G125,G35,0.7936929621024555
G209,G33,0.9395188669881134
G126,G293,0.8277723530272195
G217,G183,0.9
G172,G16,0.8943410193243512
G242,G281,0.715823341851041
G345,G183,0.7087446637338901
G179,G362,0.7918714927529727
G203,G39,0.7457216574221863
G219,G348,0.9184717232268956
G156,G255,0.7602556459258938
G12,G62,0.9
G87,G128,0.9
G377,G262,0.9
G237,G322,0.9
G121,G114,0.922349687657133
G152,G336,0.8175951564508492
G53,G149,0.7088968071422097
G292,G273,0.7338241218117444
G12,G315,0.7382885886795392
G208,G132,0.9
G209,G371,0.9
G208,G385,0.8466221921699577
G164,G389,0.9457822519270368
G46,G193,0.7581228603166917
G239,G256,0.9471534244675626
G159,G236,0.808443148210084
G30,G347,0.7415477645536481
G392,G46,0.771019502977268
G57,G48,0.8739304161113208
G229,G298,0.8599749983218392
G80,G111,0.8571524498584325
G335,G362,0.7052409288717472
G305,G77,0.7904247548401473
G145,G219,0.9
G258,G285,0.7427775863353867
G26,G238,0.767494136945498
G119,G209,0.8021449255097013
G354,G346,0.8804941188945349
G149,G359,0.9178129980531108
G168,G295,0.7360529773546105
G97,G371,0.9
G329,G335,0.7434961506975195
G281,G69,0.9
G399,G61,0.9
G206,G93,0.728283841612434
G225,G399,0.9
G42,G228,0.91456074766371
G161,G290,0.7037982829766916
G213,G304,0.9
G325,G207,0.7566675039827468
G371,G60,0.9279357390960928
G256,G19,0.9
G21,G256,0.8511425025536201
G324,G179,0.9
G110,G387,0.8592716460807591
G278,G31,0.7878245155796286
G6,G73,0.7686199540601819
G324,G214,0.7554684118097952
G216,G226,0.8070680545687323
G279,G306,0.9202696185691204
G32,G277,0.805371050354889
G18,G265,0.8286836106915214
G389,G136,0.9315153082061856
G281,G357,0.838512364127831
G53,G315,0.9
G314,G206,0.9
G301,G345,0.9
G336,G387,0.7265274799272105
G316,G149,0.7436208391240193
G69,G71,0.9
G314,G110,0.9
G71,G366,0.8385402788032044
G183,G19,0.8963618032824696
G323,G387,0.7231999611868962
G161,G116,0.9
G60,G354,0.8710153847110267
G12,G239,0.8055142044896018
G44,G64,0.8012147313185898
G351,G145,0.7133740919696567
G378,G20,0.8580573601338454
G243,G298,0.7153501665351503
G264,G137,0.9
G193,G289,0.8373494549565854
G229,G54,0.7439278524578838
G168,G93,0.907905000311388
G134,G251,0.9312058767412056
G207,G281,0.7715407528375973
G29,G241,0.7207322833056585
G134,G212,0.9070832014592752
G114,G179,0.9048308352767352
G141,G84,0.7124704552511367
G2,G330,0.8414521470269742
G362,G353,0.9
G125,G253,0.8610292483094276
G175,G290,0.9
G283,G3,0.8548391734103034
G123,G212,0.7507905684133244
G53,G383,0.9
G12,G282,0.8417520325514829
G228,G284,0.8799441095689629
G150,G48,0.7431134631900742
G128,G318,0.8993418611798966
G287,G10,0.7252205430917759
G235,G115,0.9
G302,G48,0.7050413178399711
G112,G108,0.9
G121,G17,0.9
G167,G227,0.8468032941796906
G303,G234,0.7397541627242902
G27,G317,0.8696187481386165
G305,G80,0.9
G243,G186,0.9
G21,G181,0.8367591623320051
G321,G276,0.9
G275,G189,0.8720720793335769
G329,G293,0.8918311050997527
G16,G72,0.7027147023488746
G132,G192,0.9
G318,G33,0.9
G297,G189,0.8800403109957335
G41,G12,0.8994931933580311
G42,G296,0.858305573519413
G172,G399,0.7269734075654569
G133,G42,0.9
G1,G218,0.7888794060635763
G112,G158,0.8198969664491362
G320,G65,0.790251497010404
G270,G195,0.734298883321646
G215,G125,0.9
G119,G106,0.795614430615674
G272,G246,0.9
G314,G147,0.7443680374663222
G222,G86,0.9
G364,G31,0.9
G38,G84,0.8866675881818922
G311,G258,0.7493350051945119
G7,G315,0.9
G351,G88,0.8431807705009772
G196,G278,0.8669016546930042
G137,G21,0.930236576768835
G369,G100,0.8628016260598207
G126,G383,0.9
G289,G290,0.9262610521163624
G293,G336,0.9
G1,G314,0.9170608674537234
G59,G342,0.9
G53,G26,0.7315383925618677
G4,G367,0.8035054222773029
G290,G351,0.9
G142,G27,0.8990752254733665
G209,G387,0.8414633442125813
G82,G298,0.8230439971072452
G362,G332,0.8477825232539651
G387,G179,0.7957317934347675
G310,G24,0.922979174208674
G13,G162,0.7480230215124801
G374,G338,0.8428796030015877
G377,G279,0.8187908103112562
G387,G141,0.9354074440702758
G10,G353,0.7242084903857137
G10,G199,0.9110228414914946
G43,G395,0.7301415262221712
G35,G247,0.9
G140,G113,0.9
G236,G333,0.936863027122858
G153,G186,0.9
G144,G321,0.9142157916244286
G356,G164,0.9
G389,G150,0.9352726345578882
G102,G171,0.7950761254446174
G283,G96,0.9393063812114196
G0,G117,0.9
G323,G325,0.943888654872778
G39,G6,0.9434111878845116
G58,G11,0.930107961925443
G106,G0,0.8525541452945711
G204,G54,0.8994951188630153
G213,G68,0.8094337974327118
G110,G48,0.9422045178484164
G259,G185,0.9
G203,G76,0.771341161054637
G325,G375,0.9
G307,G232,0.8314537526094028
G223,G231,0.9
G347,G190,0.7063315957959748
G3,G294,0.8006265271579933
G254,G177,0.8146133914822504
G355,G239,0.7459621451156773
