sample_id,drug,response
S0,AZD7762,1
S1,AZD7762,0
S2,AZD7762,0
S3,AZD7762,0
S4,AZD7762,0
S5,AZD7762,1
S6,AZD7762,1
S7,AZD7762,1
S8,AZD7762,0
S9,AZD7762,0
S10,AZD7762,0
S11,AZD7762,0
S12,AZD7762,1
S13,AZD7762,1
S14,AZD7762,0
S15,AZD7762,1
S16,AZD7762,1
S17,AZD7762,1
S18,AZD7762,0
S19,AZD7762,1
S20,AZD7762,1
S21,AZD7762,1
S22,AZD7762,1
S23,AZD7762,0
S24,AZD7762,0
S25,AZD7762,0
S26,AZD7762,1
S27,AZD7762,0
S28,AZD7762,1
S29,AZD7762,1
S30,AZD7762,1
S31,AZD7762,1
S32,AZD7762,0
S33,AZD7762,1
S34,AZD7762,1
S35,AZD7762,0
S36,AZD7762,0
S37,AZD7762,1
S38,AZD7762,0
S39,AZD7762,1
S40,AZD7762,1
S41,AZD7762,1
S42,AZD7762,0
S43,AZD7762,0
S44,AZD7762,0
S45,AZD7762,1
S46,AZD7762,1
S47,AZD7762,1
S48,AZD7762,0
S49,AZD7762,1
S50,AZD7762,0
S51,AZD7762,0
S52,AZD7762,1
S53,AZD7762,1
S54,AZD7762,0
S55,AZD7762,1
S56,AZD7762,1
S57,AZD7762,0
S58,AZD7762,1
S59,AZD7762,0
S60,AZD7762,0
S61,AZD7762,0
S62,AZD7762,0
S63,AZD7762,1
S64,AZD7762,1
S65,AZD7762,0
S66,AZD7762,0
S67,AZD7762,1
S68,AZD7762,1
S69,AZD7762,0
S70,AZD7762,0
S71,AZD7762,0
S72,AZD7762,0
S73,AZD7762,0
S74,AZD7762,0
S75,AZD7762,0
S76,AZD7762,1
S77,AZD7762,1
S78,AZD7762,1
S79,AZD7762,1
S80,AZD7762,1
S81,AZD7762,1
S82,AZD7762,1
S83,AZD7762,0
S84,AZD7762,0
S85,AZD7762,1
S86,AZD7762,1
S87,AZD7762,1
S88,AZD7762,0
S89,AZD7762,0
S90,AZD7762,0
S91,AZD7762,0
S92,AZD7762,1
S93,AZD7762,0
S94,AZD7762,0
S95,AZD7762,1
S96,AZD7762,1
S97,AZD7762,1
S98,AZD7762,1
S99,AZD7762,1
S100,AZD7762,1
S101,AZD7762,1
S102,AZD7762,1
S103,AZD7762,1
S104,AZD7762,0
S105,AZD7762,1
S106,AZD7762,1
S107,AZD7762,0
S108,AZD7762,1
S109,AZD7762,1
S110,AZD7762,0
S111,AZD7762,0
S112,AZD7762,1
S113,AZD7762,1
S114,AZD7762,1
S115,AZD7762,0
S116,AZD7762,1
S117,AZD7762,1
S118,AZD7762,1
S119,AZD7762,0
