sample_id,drug,response
S0,TPCA-1,0
S1,TPCA-1,0
S2,TPCA-1,0
S3,TPCA-1,0
S4,TPCA-1,1
S5,TPCA-1,1
S6,TPCA-1,0
S7,TPCA-1,0
S8,TPCA-1,1
S9,TPCA-1,1
S10,TPCA-1,0
S11,TPCA-1,1
S12,TPCA-1,0
S13,TPCA-1,1
S14,TPCA-1,1
S15,TPCA-1,1
S16,TPCA-1,1
S17,TPCA-1,0
S18,TPCA-1,1
S19,TPCA-1,0
S20,TPCA-1,1
S21,TPCA-1,1
S22,TPCA-1,1
S23,TPCA-1,1
S24,TPCA-1,0
S25,TPCA-1,0
S26,TPCA-1,0
S27,TPCA-1,0
S28,TPCA-1,1
S29,TPCA-1,0
S30,TPCA-1,1
S31,TPCA-1,0
S32,TPCA-1,0
S33,TPCA-1,0
S34,TPCA-1,0
S35,TPCA-1,1
S36,TPCA-1,0
S37,TPCA-1,0
S38,TPCA-1,1
S39,TPCA-1,0
S40,TPCA-1,0
S41,TPCA-1,0
S42,TPCA-1,1
S43,TPCA-1,0
S44,TPCA-1,0
S45,TPCA-1,1
S46,TPCA-1,0
S47,TPCA-1,0
S48,TPCA-1,0
S49,TPCA-1,0
S50,TPCA-1,1
S51,TPCA-1,1
S52,TPCA-1,1
S53,TPCA-1,1
S54,TPCA-1,0
S55,TPCA-1,0
S56,TPCA-1,0
S57,TPCA-1,1
S58,TPCA-1,0
S59,TPCA-1,1
S60,TPCA-1,0
S61,TPCA-1,0
S62,TPCA-1,0
S63,TPCA-1,0
S64,TPCA-1,1
S65,TPCA-1,1
S66,TPCA-1,0
S67,TPCA-1,0
S68,TPCA-1,0
S69,TPCA-1,0
S70,TPCA-1,1
S71,TPCA-1,0
S72,TPCA-1,1
S73,TPCA-1,1
S74,TPCA-1,1
S75,TPCA-1,0
S76,TPCA-1,1
S77,TPCA-1,1
S78,TPCA-1,0
S79,TPCA-1,1
S80,TPCA-1,1
S81,TPCA-1,1
S82,TPCA-1,1
S83,TPCA-1,1
S84,TPCA-1,1
S85,TPCA-1,1
S86,TPCA-1,1
S87,TPCA-1,0
S88,TPCA-1,0
S89,TPCA-1,1
S90,TPCA-1,1
S91,TPCA-1,1
S92,TPCA-1,1
S93,TPCA-1,1
S94,TPCA-1,1
S95,TPCA-1,1
S96,TPCA-1,1
S97,TPCA-1,1
S98,TPCA-1,1
S99,TPCA-1,1
S100,TPCA-1,1
S101,TPCA-1,1
S102,TPCA-1,0
S103,TPCA-1,1
S104,TPCA-1,1
S105,TPCA-1,1
S106,TPCA-1,0
S107,TPCA-1,1
S108,TPCA-1,0
S109,TPCA-1,0
S110,TPCA-1,1
S111,TPCA-1,0
S112,TPCA-1,1
S113,TPCA-1,1
S114,TPCA-1,1
S115,TPCA-1,1
S116,TPCA-1,0
S117,TPCA-1,1
S118,TPCA-1,1
S119,TPCA-1,1
