pathway_id,gene
PW42,G177
PW41,G221
PW36,G375
PW47,G58
PW34,G53
PW13,G192
PW31,G279
PW14,G52
PW48,G226
PW35,G303
PW9,G330
PW45,G318
PW37,G228
PW36,G121
PW21,G150
PW27,G383
PW0,G139
PW17,G315
PW19,G223
PW14,G324
PW21,G299
PW3,G122
PW4,G356
PW28,G83
PW42,G348
PW14,G3
PW43,G309
PW11,G320
PW48,G125
PW13,G187
PW45,G3
PW3,G30
PW11,G320
PW10,G252
PW11,G25
PW25,G172
PW37,G58
PW36,G53
PW0,G209
PW41,G378
PW30,G374
PW37,G274
PW8,G270
PW2,G27
PW27,G302
PW43,G279
PW7,G366
PW4,G369
PW49,G261
PW48,G201
PW7,G334
PW14,G119
PW8,G115
PW20,G360
PW35,G212
PW25,G377
PW16,G373
PW44,G17
PW8,G155
PW17,G328
PW43,G165
PW41,G271
PW35,G394
PW31,G189
PW20,G163
PW25,G151
PW32,G115
PW33,G251
PW32,G120
PW23,G137
PW39,G105
PW38,G227
PW8,G295
PW26,G278
PW37,G247
PW7,G360
PW29,G336
PW45,G367
PW41,G373
PW0,G262
PW36,G326
PW26,G203
PW12,G96
PW30,G181
PW17,G32
PW29,G208
PW45,G221
PW27,G291
PW1,G249
PW14,G36
PW43,G264
PW1,G255
PW29,G334
PW30,G125
PW13,G281
PW10,G125
PW28,G327
PW18,G309
PW32,G25
PW45,G312
PW18,G267
PW14,G69
PW2,G12
PW9,G132
PW48,G370
PW11,G111
PW34,G144
PW6,G203
PW17,G88
PW35,G335
PW37,G340
PW39,G91
PW0,G148
PW1,G146
PW26,G172
PW28,G99
PW41,G160
PW38,G157
PW0,G188
PW34,G208
PW16,G224
PW18,G292
PW46,G206
PW44,G141
PW38,G388
PW20,G177
PW45,G215
PW45,G59
PW44,G318
PW8,G199
PW18,G264
PW49,G233
PW43,G386
PW6,G163
PW30,G47
PW15,G361
PW49,G325
PW24,G224
PW28,G182
PW15,G165
PW18,G166
PW4,G173
PW47,G146
PW46,G396
PW6,G69
PW14,G352
PW2,G363
PW21,G87
PW29,G262
PW17,G195
PW44,G103
PW39,G89
PW35,G357
PW35,G283
PW13,G214
PW16,G245
PW46,G18
PW46,G341
PW25,G320
PW8,G197
PW29,G256
PW1,G88
PW0,G67
PW9,G110
PW18,G326
PW2,G339
PW27,G271
PW43,G87
PW49,G326
PW3,G302
PW45,G341
PW44,G1
PW36,G241
PW35,G226
PW45,G282
PW22,G289
PW22,G160
PW0,G159
PW23,G24
PW45,G346
PW13,G41
PW9,G94
PW44,G74
PW22,G206
PW18,G133
PW40,G333
PW33,G257
PW48,G203
PW24,G256
PW6,G193
PW45,G348
PW37,G390
PW1,G392
PW7,G399
PW11,G62
PW31,G141
PW26,G334
PW25,G250
PW25,G308
PW4,G243
PW21,G134
PW9,G116
PW32,G250
PW8,G218
PW33,G170
PW32,G378
PW27,G331
PW5,G83
PW3,G383
PW3,G384
PW33,G335
PW15,G232
PW10,G110
PW8,G174
PW48,G340
PW24,G219
PW30,G343
PW9,G259
PW47,G127
PW28,G4
PW47,G261
PW38,G119
PW19,G108
PW15,G131
PW1,G318
PW26,G51
PW43,G65
PW28,G209
PW35,G179
PW45,G16
PW19,G261
PW37,G180
PW9,G387
PW14,G267
PW29,G267
PW31,G75
PW31,G178
PW15,G275
PW4,G329
PW0,G299
PW4,G222
PW25,G103
PW38,G274
PW13,G223
PW8,G250
PW49,G23
PW39,G286
PW19,G183
PW6,G368
PW36,G389
PW13,G373
PW35,G298
PW31,G65
PW39,G187
PW17,G306
PW12,G341
PW8,G152
PW13,G131
PW28,G385
PW22,G4
PW15,G238
PW29,G58
PW38,G377
PW19,G103
PW20,G113
PW34,G41
PW11,G159
PW14,G44
PW7,G341
PW44,G308
PW46,G23
PW37,G64
PW23,G308
PW46,G117
PW44,G117
PW29,G342
PW29,G86
PW15,G225
PW38,G72
PW10,G250
PW34,G1
PW35,G93
PW15,G191
PW40,G16
PW4,G49
PW30,G161
PW14,G139
PW7,G336
PW6,G146
PW16,G393
PW16,G181
PW18,G287
PW15,G117
PW5,G155
PW0,G44
PW26,G358
PW31,G355
PW3,G1
PW33,G200
PW39,G355
PW1,G243
PW19,G294
PW2,G127
PW5,G349
PW20,G84
PW9,G3
PW25,G83
PW38,G20
PW28,G327
PW35,G302
PW2,G244
PW42,G28
PW5,G219
PW45,G355
PW40,G243
PW33,G351
PW17,G378
PW15,G165
PW0,G196
PW44,G277
PW12,G278
PW19,G355
PW16,G309
PW43,G68
PW10,G49
PW15,G158
PW44,G155
PW2,G103
PW9,G71
PW48,G333
PW17,G396
PW22,G83
PW3,G366
PW20,G299
PW41,G369
PW21,G295
PW12,G237
PW3,G323
PW47,G291
PW11,G157
PW22,G169
PW0,G75
PW44,G222
PW18,G211
PW43,G17
PW21,G74
PW33,G290
PW41,G270
PW37,G103
PW49,G193
PW11,G337
PW45,G338
PW11,G31
PW38,G126
PW33,G119
PW17,G366
PW5,G46
PW26,G31
PW19,G368
PW44,G216
PW46,G33
PW36,G332
PW2,G148
PW29,G40
PW37,G144
PW7,G301
PW1,G142
PW3,G329
PW22,G229
PW0,G189
PW29,G175
PW10,G290
PW15,G92
PW23,G128
PW49,G197
PW19,G388
PW43,G362
PW11,G147
PW40,G159
PW11,G49
PW25,G107
PW11,G129
PW32,G46
PW12,G158
