pathway_id,gene
PW7,G92
PW13,G110
PW5,G310
PW34,G32
PW11,G254
PW42,G3
PW17,G117
PW36,G312
PW8,G218
PW2,G291
PW31,G390
PW38,G207
PW20,G114
PW8,G362
PW34,G92
PW29,G25
PW4,G246
PW33,G102
PW12,G131
PW13,G338
PW8,G277
PW21,G20
PW41,G23
PW25,G20
PW32,G144
PW13,G23
PW20,G182
PW26,G262
PW0,G350
PW17,G356
PW22,G332
PW2,G330
PW16,G94
PW22,G343
PW26,G238
PW49,G160
PW15,G124
PW49,G274
PW9,G223
PW16,G1
PW30,G109
PW25,G342
PW27,G63
PW44,G274
PW37,G180
PW14,G24
PW5,G253
PW39,G88
PW30,G327
PW24,G303
PW37,G369
PW35,G224
PW0,G78
PW17,G189
PW16,G108
PW23,G328
PW26,G321
PW24,G179
PW29,G306
PW36,G84
PW44,G163
PW27,G123
PW48,G352
PW7,G378
PW23,G67
PW4,G353
PW33,G127
PW47,G326
PW17,G244
PW35,G398
PW26,G243
PW22,G342
PW42,G290
PW8,G157
PW30,G172
PW20,G119
PW11,G159
PW24,G83
PW9,G249
PW47,G388
PW7,G4
PW18,G341
PW4,G274
PW22,G299
PW9,G38
PW31,G145
PW28,G312
PW31,G348
PW22,G3
PW22,G63
PW32,G27
PW23,G384
PW31,G51
PW8,G83
PW6,G271
PW22,G267
PW15,G208
PW34,G299
PW24,G68
PW3,G40
PW11,G107
PW44,G93
PW26,G272
PW19,G115
PW17,G18
PW6,G375
PW29,G70
PW21,G90
PW40,G312
PW25,G88
PW2,G214
PW36,G295
PW37,G58
PW11,G132
PW0,G109
PW26,G355
PW37,G255
PW42,G311
PW9,G81
PW16,G252
PW43,G328
PW29,G129
PW29,G294
PW31,G363
PW32,G84
PW9,G285
PW16,G209
PW45,G291
PW5,G52
PW37,G244
PW45,G386
PW37,G3
PW15,G132
PW40,G309
PW29,G99
PW36,G214
PW43,G58
PW26,G180
PW37,G306
PW31,G18
PW41,G113
PW12,G333
PW15,G198
PW12,G95
PW4,G103
PW48,G347
PW1,G299
PW11,G38
PW30,G150
PW22,G70
PW30,G365
PW19,G25
PW41,G371
PW11,G141
PW45,G14
PW31,G251
PW31,G292
PW39,G67
PW25,G329
PW13,G238
PW40,G128
PW28,G135
PW0,G295
PW9,G397
PW44,G333
PW0,G298
PW40,G379
PW42,G279
PW29,G49
PW18,G58
PW32,G334
PW43,G376
PW9,G248
PW13,G119
PW37,G111
PW49,G75
PW44,G175
PW26,G264
PW14,G369
PW35,G351
PW31,G389
PW48,G204
PW38,G65
PW21,G1
PW24,G31
PW43,G35
PW29,G117
PW39,G16
PW41,G64
PW34,G267
PW10,G320
PW1,G158
PW28,G199
PW10,G62
PW17,G335
PW0,G10
PW48,G69
PW3,G40
PW48,G176
PW48,G14
PW44,G306
PW43,G76
PW39,G120
PW26,G154
PW46,G165
PW41,G93
PW46,G321
PW11,G386
PW45,G325
PW7,G131
PW29,G250
PW44,G171
PW22,G363
PW41,G341
PW35,G242
PW33,G142
PW30,G44
PW45,G295
PW19,G301
PW30,G121
PW0,G17
PW10,G280
PW33,G53
PW39,G53
PW21,G142
PW8,G65
PW28,G323
PW9,G103
PW15,G342
PW40,G172
PW22,G322
PW0,G80
PW15,G158
PW37,G116
PW30,G270
PW38,G189
PW42,G125
PW1,G283
PW22,G41
PW35,G282
PW9,G225
PW36,G181
PW41,G166
PW15,G112
PW19,G368
PW48,G289
PW34,G98
PW23,G237
PW12,G343
PW38,G206
PW27,G130
PW46,G16
PW22,G287
PW17,G206
PW25,G107
PW38,G147
PW9,G29
PW25,G378
PW34,G373
PW19,G219
PW33,G67
PW4,G128
PW15,G49
PW6,G237
PW10,G287
PW43,G340
PW22,G228
PW14,G378
PW28,G385
PW45,G187
PW5,G58
PW0,G122
PW4,G232
PW48,G295
PW11,G118
PW42,G331
PW31,G144
PW29,G177
PW42,G325
PW4,G80
PW33,G258
PW37,G159
PW46,G47
PW11,G286
PW20,G396
PW1,G344
PW39,G373
PW33,G232
PW14,G69
PW37,G383
PW48,G195
PW18,G89
PW13,G91
PW6,G270
PW17,G326
PW34,G192
PW29,G247
PW11,G75
PW46,G215
PW13,G264
PW26,G377
PW43,G323
PW44,G287
PW33,G374
PW4,G127
PW47,G125
PW10,G45
PW22,G100
PW49,G318
PW27,G155
PW21,G381
PW26,G94
PW8,G126
PW36,G335
PW1,G176
PW1,G261
