pathway_id,gene
PW23,G215
PW35,G49
PW3,G155
PW16,G165
PW2,G314
PW39,G282
PW32,G58
PW9,G369
PW10,G383
PW31,G373
PW14,G293
PW17,G176
PW43,G189
PW2,G170
PW19,G167
PW34,G31
PW28,G257
PW23,G340
PW37,G203
PW37,G115
PW14,G363
PW40,G322
PW0,G171
PW35,G13
PW18,G279
PW8,G328
PW22,G3
PW19,G361
PW35,G118
PW0,G88
PW32,G24
PW17,G329
PW14,G332
PW35,G20
PW37,G165
PW39,G168
PW45,G132
PW6,G342
PW8,G175
PW18,G374
PW14,G99
PW14,G311
PW11,G93
PW22,G306
PW38,G333
PW44,G299
PW24,G129
PW25,G56
PW4,G158
PW26,G176
PW6,G3
PW8,G209
PW45,G320
PW12,G164
PW12,G38
PW5,G125
PW36,G19
PW31,G159
PW0,G328
PW20,G108
PW44,G3
PW41,G95
PW26,G10
PW16,G146
PW29,G176
PW24,G363
PW0,G157
PW33,G144
PW31,G75
PW38,G362
PW3,G228
PW48,G310
PW40,G279
PW36,G327
PW26,G229
PW1,G141
PW3,G250
PW30,G107
PW3,G321
PW36,G247
PW49,G283
PW11,G347
PW35,G220
PW2,G110
PW36,G367
PW15,G258
PW48,G24
PW15,G349
PW43,G15
PW23,G178
PW9,G13
PW41,G117
PW47,G295
PW29,G96
PW12,G305
PW30,G239
PW4,G25
PW17,G320
PW33,G262
PW24,G347
PW47,G157
PW33,G49
PW37,G214
PW11,G228
PW1,G244
PW16,G63
PW45,G327
PW22,G88
PW8,G125
PW34,G155
PW17,G240
PW12,G208
PW2,G280
PW3,G353
PW8,G271
PW2,G189
PW5,G182
PW23,G299
PW23,G348
PW31,G83
PW36,G24
PW6,G41
PW49,G250
PW35,G299
PW26,G155
PW33,G273
PW38,G343
PW14,G277
PW20,G68
PW41,G204
PW21,G122
PW18,G53
PW2,G336
PW9,G359
PW44,G110
PW31,G30
PW31,G188
PW46,G351
PW14,G14
PW46,G270
PW19,G71
PW31,G215
PW15,G219
PW46,G244
PW34,G243
PW9,G241
PW15,G197
PW35,G279
PW25,G339
PW32,G244
PW30,G165
PW39,G131
PW16,G156
PW31,G12
PW29,G208
PW47,G325
PW1,G255
PW25,G252
PW16,G128
PW42,G85
PW49,G172
PW35,G363
PW40,G360
PW20,G378
PW29,G368
PW5,G32
PW12,G114
PW30,G257
PW45,G99
PW11,G259
PW40,G90
PW9,G301
PW44,G266
PW13,G264
PW44,G62
PW13,G37
PW30,G261
PW17,G66
PW37,G356
PW37,G367
PW49,G153
PW7,G225
PW10,G127
PW15,G232
PW35,G190
PW2,G47
PW22,G396
PW4,G384
PW17,G291
PW7,G133
PW21,G283
PW30,G360
PW40,G165
PW0,G36
PW28,G286
PW35,G69
PW0,G117
PW26,G244
PW37,G93
PW30,G1
PW48,G139
PW9,G69
PW44,G323
PW8,G193
PW24,G51
PW18,G159
PW29,G66
PW48,G40
PW24,G342
PW42,G261
PW0,G39
PW1,G374
PW48,G371
PW2,G345
PW48,G221
PW5,G303
PW49,G145
PW38,G253
PW45,G82
PW13,G94
PW3,G394
PW27,G233
PW21,G263
PW34,G144
PW12,G232
PW35,G42
PW33,G267
PW5,G246
PW12,G377
PW8,G14
PW7,G204
PW10,G197
PW4,G354
PW37,G27
PW26,G80
PW18,G343
PW28,G378
PW33,G393
PW24,G243
PW35,G227
PW29,G31
PW4,G249
PW27,G237
PW26,G292
PW12,G25
PW17,G38
PW3,G186
PW28,G158
PW45,G394
PW29,G259
PW15,G196
PW47,G153
PW22,G31
PW4,G52
PW2,G287
PW2,G311
PW29,G67
PW2,G128
PW7,G355
PW3,G56
PW4,G282
PW28,G208
PW35,G309
PW9,G87
PW8,G132
PW38,G43
PW25,G290
PW14,G242
PW47,G74
PW5,G23
PW28,G393
PW6,G226
PW20,G58
PW29,G75
PW37,G197
PW47,G223
PW24,G342
PW4,G169
PW3,G386
PW13,G91
PW29,G396
PW25,G383
PW19,G212
PW13,G396
PW44,G310
PW3,G141
PW48,G79
PW44,G134
PW15,G306
PW11,G109
PW2,G291
PW10,G229
PW12,G289
PW41,G113
PW14,G352
PW0,G231
PW22,G137
PW29,G152
PW29,G362
PW1,G340
PW14,G321
PW16,G163
PW42,G281
PW11,G243
PW4,G75
PW34,G171
PW14,G65
PW49,G51
PW6,G338
PW4,G390
PW22,G281
PW49,G334
PW43,G378
PW0,G209
PW7,G148
PW40,G3
PW41,G355
PW12,G250
PW33,G292
PW29,G20
PW10,G11
PW8,G70
PW48,G187
PW30,G103
PW25,G231
PW6,G147
PW35,G135
PW13,G145
PW46,G245
PW44,G262
PW21,G334
PW8,G249
PW45,G370
PW2,G96
PW26,G373
PW37,G180
PW35,G222
PW11,G17
PW14,G264
PW36,G308
PW38,G378
PW39,G121
PW15,G275
PW8,G334
PW18,G172
PW44,G247
PW8,G271
PW44,G192
PW24,G67
PW25,G159
PW30,G105
PW33,G295
PW32,G122
PW44,G389
PW28,G133
PW42,G334
PW31,G44
PW22,G351
PW48,G57
PW25,G212
PW25,G142
PW25,G312
PW26,G294
PW46,G386
PW13,G14
PW17,G237
PW36,G163
PW2,G333
PW31,G209
PW19,G102
PW15,G330
PW15,G200
PW18,G318
PW24,G228
PW2,G315
PW4,G102
PW49,G152
PW15,G58
PW43,G270
PW28,G3
PW48,G38
PW36,G235
PW32,G146
PW44,G28
PW43,G298
PW9,G40
PW14,G365
PW7,G381
PW28,G390
PW49,G89
PW17,G317
PW49,G175
PW33,G318
PW20,G341
PW26,G65
PW23,G391
PW7,G37
PW42,G207
PW38,G167
PW0,G383
PW26,G120
PW27,G131
PW43,G366
PW6,G337
PW7,G272
PW20,G177
PW2,G120
PW7,G383
PW18,G4
PW19,G63
PW26,G180
PW23,G267
PW19,G94
PW30,G84
PW5,G220
PW46,G295
PW3,G383
PW0,G209
PW45,G396
PW29,G83
PW15,G114
PW42,G66
PW37,G295
PW13,G386
PW13,G193
PW21,G366
PW25,G231
PW35,G206
PW1,G139
PW40,G342
PW9,G341
PW34,G278
PW0,G56
PW45,G285
PW28,G226
PW16,G251
PW13,G227
PW30,G154
PW9,G1
PW7,G168
PW36,G373
PW29,G271
PW40,G285
PW4,G49
PW35,G117
PW21,G385
PW24,G294
PW17,G246
PW31,G367
PW10,G29
PW32,G257
PW2,G329
PW1,G33
PW26,G148
PW24,G127
PW27,G132
PW29,G282
PW1,G233
PW47,G392
PW27,G264
PW16,G378
PW49,G375
PW11,G69
PW38,G290
PW3,G326
PW45,G287
PW10,G16
PW28,G133
PW49,G267
PW15,G44
PW46,G297
PW46,G14
PW23,G25
PW17,G380
PW6,G327
PW48,G84
PW46,G154
PW31,G95
PW49,G326
PW4,G88
PW33,G66
PW22,G111
PW22,G163
PW16,G398
PW27,G298
PW41,G355
PW13,G309
PW27,G290
PW15,G80
PW22,G16
PW14,G125
PW0,G83
PW45,G198
PW23,G266
PW35,G19
PW8,G216
PW33,G281
PW28,G58
PW44,G275
PW0,G28
PW29,G165
PW43,G219
PW17,G142
PW48,G307
PW38,G53
PW1,G335
PW22,G100
PW30,G371
PW35,G41
PW37,G191
PW42,G130
PW15,G111
PW20,G323
PW39,G302
PW48,G316
PW10,G278
PW19,G373
PW10,G139
PW14,G378
PW40,G74
PW11,G23
PW47,G331
PW11,G348
PW43,G98
PW5,G119
PW38,G333
PW17,G103
PW21,G209
PW12,G367
PW9,G223
PW18,G18
PW6,G8
PW19,G332
PW26,G118
PW20,G182
PW14,G189
PW8,G334
PW45,G388
PW15,G92
PW29,G146
PW28,G167
PW30,G46
PW4,G131
PW0,G119
PW16,G166
PW45,G222
PW1,G281
PW23,G261
PW37,G66
PW41,G312
PW15,G92
PW48,G358
PW5,G396
PW38,G176
PW11,G326
PW42,G332
PW4,G55
PW28,G395
PW38,G296
PW25,G141
PW38,G119
PW38,G267
PW19,G295
PW23,G377
PW26,G379
PW33,G205
PW31,G108
PW23,G146
PW14,G190
PW7,G271
PW17,G218
PW26,G280
PW21,G191
PW8,G76
PW21,G221
PW1,G315
PW15,G261
PW24,G40
PW16,G228
PW48,G271
PW45,G244
PW22,G274
PW20,G245
PW3,G397
PW17,G377
PW43,G153
PW4,G81
PW3,G130
PW20,G368
PW41,G369
PW10,G336
PW1,G144
PW46,G86
PW15,G238
PW10,G376
PW44,G253
PW26,G274
PW40,G192
PW19,G312
PW3,G243
PW28,G224
PW43,G251
PW12,G244
PW43,G325
PW14,G35
PW19,G180
PW26,G58
PW33,G72
PW23,G320
PW41,G247
PW0,G308
PW9,G76
PW39,G67
PW44,G52
PW44,G338
PW34,G306
