sample_id,drug,response
S0,CAL-101,1
S1,CAL-101,1
S2,CAL-101,0
S3,CAL-101,1
S4,CAL-101,1
S5,CAL-101,0
S6,CAL-101,1
S7,CAL-101,1
S8,CAL-101,1
S9,CAL-101,0
S10,CAL-101,1
S11,CAL-101,1
S12,CAL-101,1
S13,CAL-101,1
S14,CAL-101,1
S15,CAL-101,1
S16,CAL-101,0
S17,CAL-101,1
S18,CAL-101,0
S19,CAL-101,0
S20,CAL-101,0
S21,CAL-101,1
S22,CAL-101,1
S23,CAL-101,1
S24,CAL-101,0
S25,CAL-101,0
S26,CAL-101,0
S27,CAL-101,0
S28,CAL-101,1
S29,CAL-101,1
S30,CAL-101,1
S31,CAL-101,0
S32,CAL-101,0
S33,CAL-101,1
S34,CAL-101,1
S35,CAL-101,1
S36,CAL-101,0
S37,CAL-101,0
S38,CAL-101,0
S39,CAL-101,1
S40,CAL-101,0
S41,CAL-101,1
S42,CAL-101,1
S43,CAL-101,0
S44,CAL-101,1
S45,CAL-101,0
S46,CAL-101,1
S47,CAL-101,1
S48,CAL-101,0
S49,CAL-101,1
S50,CAL-101,0
S51,CAL-101,1
S52,CAL-101,0
S53,CAL-101,1
S54,CAL-101,0
S55,CAL-101,1
S56,CAL-101,1
S57,CAL-101,1
S58,CAL-101,0
S59,CAL-101,0
S60,CAL-101,0
S61,CAL-101,1
S62,CAL-101,0
S63,CAL-101,1
S64,CAL-101,1
S65,CAL-101,0
S66,CAL-101,0
S67,CAL-101,0
S68,CAL-101,0
S69,CAL-101,1
S70,CAL-101,1
S71,CAL-101,1
S72,CAL-101,1
S73,CAL-101,0
S74,CAL-101,1
S75,CAL-101,1
S76,CAL-101,1
S77,CAL-101,1
S78,CAL-101,1
S79,CAL-101,0
S80,CAL-101,1
S81,CAL-101,0
S82,CAL-101,1
S83,CAL-101,1
S84,CAL-101,0
S85,CAL-101,0
S86,CAL-101,0
S87,CAL-101,1
S88,CAL-101,1
S89,CAL-101,0
S90,CAL-101,1
S91,CAL-101,0
S92,CAL-101,0
S93,CAL-101,1
S94,CAL-101,1
S95,CAL-101,0
S96,CAL-101,0
S97,CAL-101,0
S98,CAL-101,0
S99,CAL-101,0
S100,CAL-101,1
S101,CAL-101,0
S102,CAL-101,1
S103,CAL-101,1
S104,CAL-101,1
S105,CAL-101,0
S106,CAL-101,1
S107,CAL-101,0
S108,CAL-101,1
S109,CAL-101,1
S110,CAL-101,0
S111,CAL-101,0
S112,CAL-101,0
S113,CAL-101,1
S114,CAL-101,1
S115,CAL-101,1
S116,CAL-101,0
S117,CAL-101,0
S118,CAL-101,1
S119,CAL-101,1
