pathway_id,gene
PW30,G228
PW35,G85
PW35,G193
PW2,G360
PW10,G378
PW23,G382
PW45,G3
PW3,G381
PW32,G128
PW35,G262
PW27,G295
PW19,G291
PW14,G44
PW42,G64
PW26,G298
PW45,G378
PW16,G189
PW6,G209
PW34,G115
PW4,G362
PW30,G215
PW29,G377
PW43,G214
PW23,G12
PW13,G28
PW13,G333
PW40,G320
PW28,G376
PW11,G24
PW0,G74
PW11,G254
PW49,G295
PW32,G181
PW5,G295
PW33,G141
PW24,G175
PW7,G81
PW21,G317
PW48,G40
PW13,G295
PW8,G156
PW4,G352
PW18,G339
PW0,G320
PW33,G334
PW12,G158
PW20,G223
PW26,G370
PW48,G125
PW4,G306
PW2,G296
PW30,G355
PW45,G52
PW5,G163
PW29,G56
PW24,G379
PW44,G253
PW5,G396
PW20,G271
PW18,G328
PW37,G351
PW10,G57
PW38,G350
PW40,G207
PW26,G299
PW15,G211
PW43,G348
PW17,G378
PW5,G11
PW2,G51
PW29,G228
PW5,G303
PW38,G128
PW39,G66
PW4,G56
PW19,G166
PW48,G351
PW18,G38
PW23,G257
PW1,G322
PW29,G315
PW42,G277
PW4,G164
PW17,G227
PW7,G117
PW8,G169
PW3,G119
PW47,G396
PW35,G65
PW1,G253
PW24,G92
PW34,G220
PW2,G109
PW25,G390
PW31,G59
PW24,G31
PW10,G187
PW31,G367
PW13,G53
PW32,G335
PW18,G1
PW37,G174
PW38,G8
PW31,G278
PW32,G161
PW20,G378
PW43,G188
PW46,G247
PW33,G142
PW35,G163
PW41,G16
PW4,G76
PW17,G247
PW38,G271
PW26,G383
PW34,G243
PW36,G318
PW14,G233
PW9,G132
PW30,G309
PW18,G387
PW14,G28
PW20,G275
PW20,G17
PW2,G208
PW43,G389
PW41,G270
PW8,G168
PW46,G58
PW14,G363
PW38,G201
PW21,G374
PW2,G390
PW29,G79
PW33,G348
PW14,G200
PW38,G41
PW45,G286
PW26,G179
PW10,G241
PW45,G394
PW31,G108
PW4,G197
PW1,G27
PW47,G277
PW41,G18
PW36,G333
PW20,G186
PW10,G264
PW21,G393
PW11,G32
PW39,G374
PW0,G323
PW13,G383
PW44,G93
PW27,G1
PW36,G159
PW10,G102
PW33,G23
PW34,G338
PW43,G287
PW17,G187
PW36,G330
PW19,G224
PW33,G281
PW41,G103
PW29,G309
PW32,G281
PW38,G267
PW6,G290
PW33,G91
PW29,G130
PW24,G328
PW41,G42
PW0,G43
PW38,G242
PW11,G378
PW10,G103
PW8,G33
PW8,G230
PW9,G280
PW35,G216
PW45,G107
PW30,G354
PW8,G325
PW30,G228
PW36,G336
PW9,G399
PW47,G24
PW21,G297
PW9,G252
PW1,G1
PW13,G67
PW48,G340
PW38,G98
PW9,G84
PW24,G246
PW29,G141
PW16,G35
PW8,G111
PW26,G259
PW9,G254
PW1,G176
PW39,G393
PW45,G191
PW33,G368
PW15,G264
PW17,G357
PW17,G285
PW8,G190
PW18,G96
PW23,G231
PW15,G49
PW21,G240
PW49,G292
PW18,G278
PW23,G295
PW2,G334
PW0,G343
PW29,G65
PW48,G131
PW21,G388
PW30,G175
PW3,G99
PW32,G168
PW48,G154
PW14,G49
PW29,G247
PW22,G166
PW35,G148
PW23,G4
PW20,G383
PW35,G225
PW6,G355
PW5,G172
PW19,G352
PW7,G238
PW3,G133
PW11,G47
PW17,G132
PW26,G33
PW16,G251
PW26,G96
PW1,G124
PW42,G212
PW11,G133
PW42,G246
PW29,G305
PW26,G226
PW12,G157
PW48,G363
PW20,G165
PW43,G321
PW0,G14
PW7,G84
PW34,G321
PW15,G255
PW34,G148
PW19,G62
PW24,G80
PW26,G107
PW2,G367
PW44,G165
PW41,G146
PW37,G373
PW13,G13
PW35,G209
PW11,G25
PW6,G94
PW30,G167
PW19,G362
PW44,G281
PW25,G237
PW24,G134
PW26,G299
PW48,G13
PW10,G65
PW35,G83
PW24,G271
PW21,G373
PW36,G181
PW13,G90
PW30,G115
PW17,G231
PW6,G38
PW38,G396
PW19,G75
PW5,G396
PW28,G73
PW34,G306
PW16,G187
PW2,G158
PW12,G129
PW34,G203
PW30,G229
PW11,G270
PW5,G397
PW38,G152
PW17,G318
PW14,G367
PW46,G16
PW48,G225
PW15,G155
PW27,G66
PW46,G86
PW30,G274
PW20,G205
PW20,G192
PW45,G173
PW39,G248
PW24,G74
PW2,G17
PW18,G243
PW10,G358
PW26,G384
PW28,G214
PW31,G19
PW13,G371
PW31,G116
PW30,G3
PW41,G87
PW38,G332
PW9,G264
PW22,G120
PW8,G366
PW28,G277
PW6,G267
PW25,G206
PW26,G182
PW33,G385
PW9,G329
PW44,G182
PW48,G23
PW27,G237
PW12,G150
PW37,G383
PW14,G222
PW46,G193
PW15,G332
PW3,G324
PW0,G249
PW3,G171
PW35,G180
PW46,G177
PW37,G347
PW14,G294
PW14,G49
PW7,G342
PW35,G309
PW33,G197
PW41,G147
PW36,G119
PW18,G67
PW19,G139
PW30,G192
PW31,G307
PW30,G220
PW42,G62
PW37,G283
PW45,G271
PW43,G256
PW3,G29
PW35,G69
PW9,G361
PW49,G304
PW11,G282
PW42,G18
PW25,G343
PW44,G75
PW30,G47
PW14,G88
PW45,G69
PW29,G85
PW15,G328
PW37,G145
PW9,G110
PW47,G219
PW35,G156
PW33,G137
PW17,G393
PW10,G167
PW13,G144
PW4,G58
PW23,G365
PW19,G315
PW21,G8
PW46,G126
PW2,G244
PW28,G245
PW29,G105
PW40,G216
PW38,G261
PW7,G180
PW32,G289
PW21,G103
PW15,G75
PW23,G247
PW29,G165
PW18,G367
PW10,G47
PW3,G270
PW4,G141
PW35,G131
PW13,G282
PW27,G289
PW3,G291
PW24,G142
PW22,G37
PW14,G159
PW38,G24
PW36,G279
PW17,G103
PW1,G56
PW28,G334
PW28,G58
PW20,G39
PW40,G25
PW9,G250
PW23,G14
PW47,G386
PW40,G151
PW31,G172
PW37,G118
PW34,G10
PW37,G267
PW25,G341
PW0,G261
PW20,G137
PW49,G139
PW37,G102
PW49,G281
PW28,G223
PW16,G257
PW31,G272
PW17,G333
PW26,G257
PW48,G110
PW38,G70
PW16,G198
PW2,G351
PW28,G31
PW31,G328
PW21,G78
PW10,G303
PW34,G304
PW29,G266
PW4,G251
PW31,G255
PW15,G336
PW19,G122
PW1,G153
PW24,G283
PW20,G281
PW14,G160
PW42,G84
PW36,G170
PW47,G377
PW43,G341
PW11,G287
PW8,G219
PW49,G318
PW13,G262
PW18,G321
PW18,G226
PW17,G111
PW6,G209
PW2,G385
PW25,G320
PW0,G221
PW44,G113
PW37,G369
PW17,G80
PW8,G258
PW16,G278
PW45,G30
PW15,G333
PW12,G332
PW22,G231
PW13,G292
PW6,G167
PW18,G16
PW46,G279
PW5,G395
PW44,G349
PW40,G100
PW14,G3
PW31,G125
PW47,G59
PW36,G144
PW28,G153
PW47,G348
PW48,G131
PW26,G313
PW16,G343
PW0,G181
PW40,G329
PW30,G341
PW23,G40
PW22,G132
PW44,G301
PW22,G66
PW42,G246
PW30,G58
PW12,G172
PW32,G223
PW37,G47
PW16,G228
PW38,G154
PW27,G330
PW3,G25
PW4,G170
PW28,G388
PW14,G292
PW26,G310
PW49,G244
PW39,G44
PW46,G200
PW25,G204
PW39,G141
PW9,G195
PW36,G114
PW33,G340
PW27,G335
PW15,G262
PW15,G46
PW44,G244
PW14,G203
PW34,G158
PW36,G308
PW14,G224
PW11,G24
PW6,G312
PW24,G110
PW25,G40
PW12,G208
PW14,G251
PW32,G3
PW0,G63
PW0,G235
PW20,G63
PW40,G337
PW26,G51
PW13,G76
PW32,G336
PW1,G82
PW22,G361
PW42,G117
PW3,G238
PW1,G144
PW39,G224
PW7,G41
PW48,G245
PW34,G250
PW14,G163
PW25,G35
PW22,G20
PW43,G256
PW2,G53
PW36,G155
PW40,G142
PW45,G333
PW48,G311
PW49,G232
PW45,G36
PW2,G371
PW17,G196
PW26,G135
PW7,G189
PW17,G368
PW23,G55
PW17,G153
PW13,G127
PW32,G363
PW28,G199
PW28,G180
PW11,G191
PW1,G20
PW35,G128
PW14,G74
PW9,G228
PW29,G308
PW44,G244
PW4,G14
PW18,G334
PW23,G195
PW28,G157
PW44,G68
PW33,G122
PW1,G93
PW46,G163
PW22,G284
PW24,G132
PW36,G393
PW48,G152
PW25,G338
PW30,G66
PW36,G222
PW27,G221
PW14,G192
PW2,G330
PW0,G323
PW26,G71
PW5,G334
PW37,G377
PW4,G342
PW48,G135
PW8,G206
PW31,G244
PW48,G180
PW49,G340
PW15,G221
PW11,G244
PW38,G369
PW4,G45
PW9,G266
PW46,G327
PW15,G369
PW37,G283
PW44,G165
PW28,G58
PW6,G92
PW22,G237
PW12,G232
PW29,G94
PW30,G227
PW0,G327
PW1,G331
PW11,G382
PW44,G134
PW38,G385
PW17,G299
