pathway_id,gene
PW37,G258
PW9,G303
PW19,G120
PW46,G163
PW22,G396
PW17,G239
PW35,G233
PW14,G311
PW38,G171
PW1,G133
PW16,G328
PW25,G335
PW8,G172
PW39,G327
PW8,G396
PW34,G211
PW38,G356
PW22,G203
PW11,G158
PW7,G373
PW23,G130
PW41,G40
PW41,G277
PW6,G65
PW32,G204
PW39,G37
PW44,G261
PW15,G113
PW48,G299
PW7,G150
PW32,G242
PW22,G86
PW11,G290
PW25,G52
PW33,G110
PW22,G348
PW16,G12
PW12,G172
PW14,G355
PW6,G383
PW45,G256
PW18,G244
PW32,G338
PW7,G343
PW35,G212
PW49,G102
PW27,G209
PW42,G291
PW3,G75
PW14,G231
PW8,G206
PW24,G58
PW15,G220
PW29,G368
PW44,G336
PW41,G226
PW29,G189
PW37,G306
PW6,G209
PW30,G155
PW23,G119
PW13,G180
PW28,G58
PW43,G193
PW44,G245
PW18,G256
PW14,G209
PW13,G59
PW45,G379
PW38,G266
PW34,G291
PW2,G382
PW43,G56
PW2,G389
PW34,G394
PW48,G284
PW37,G125
PW42,G47
PW33,G118
PW24,G33
PW40,G232
PW38,G272
PW47,G273
PW41,G17
PW15,G220
PW17,G165
PW48,G215
PW19,G270
PW0,G88
PW33,G91
PW27,G58
PW13,G159
PW36,G225
PW12,G128
PW3,G93
PW14,G114
PW6,G393
PW5,G346
PW48,G312
PW45,G180
PW11,G93
PW2,G326
PW24,G221
PW38,G25
PW19,G385
PW15,G396
PW4,G108
PW1,G29
PW1,G223
PW10,G84
PW35,G289
PW46,G146
PW20,G312
PW6,G294
PW12,G76
PW4,G139
PW3,G251
PW23,G248
PW29,G318
PW15,G190
PW25,G257
PW26,G58
PW36,G367
PW9,G153
PW17,G221
PW8,G387
PW47,G79
PW9,G363
PW35,G186
PW43,G222
PW20,G25
PW35,G371
PW19,G328
PW31,G16
PW4,G245
PW40,G355
PW34,G88
PW46,G250
PW17,G63
PW36,G141
PW42,G14
PW45,G95
PW13,G244
PW42,G177
PW26,G166
PW44,G35
PW4,G231
PW34,G399
PW32,G391
PW49,G71
PW43,G17
PW41,G125
PW8,G290
PW0,G11
PW15,G151
PW24,G351
PW9,G141
PW29,G386
PW45,G222
PW48,G69
PW44,G292
PW11,G191
PW36,G363
PW24,G84
PW44,G290
PW6,G394
PW3,G152
PW26,G390
PW12,G167
PW15,G121
PW38,G271
PW12,G228
PW44,G153
PW14,G181
PW12,G208
PW45,G243
PW45,G315
PW23,G96
PW36,G219
PW14,G377
PW1,G250
PW31,G334
PW20,G23
PW15,G240
PW0,G278
PW11,G377
PW38,G362
PW43,G343
PW37,G165
PW34,G3
PW45,G267
PW29,G333
PW36,G15
PW28,G340
PW11,G386
PW10,G170
PW19,G181
PW26,G68
PW8,G293
PW27,G174
PW20,G378
PW48,G377
PW37,G148
PW17,G68
PW22,G114
PW26,G176
PW49,G264
PW33,G251
PW16,G16
PW2,G125
PW49,G98
PW28,G393
PW31,G218
PW25,G154
PW1,G254
PW48,G156
PW39,G119
PW49,G42
PW35,G46
PW19,G74
PW4,G338
PW17,G196
PW30,G384
PW32,G163
PW20,G392
PW4,G85
PW43,G371
PW29,G156
PW13,G13
PW0,G309
PW47,G107
PW33,G176
PW34,G49
PW48,G263
PW15,G4
PW9,G188
PW25,G318
PW44,G23
PW27,G250
PW37,G361
PW22,G133
PW29,G295
PW8,G65
PW49,G225
PW37,G27
PW23,G102
PW35,G383
PW16,G205
PW8,G321
PW13,G25
PW31,G132
PW49,G197
PW4,G31
PW43,G334
PW13,G374
PW39,G58
PW19,G246
PW14,G366
PW43,G386
PW1,G159
PW13,G366
PW43,G56
PW3,G103
PW0,G105
PW12,G366
PW38,G246
PW7,G197
PW45,G20
PW31,G58
PW7,G38
PW24,G278
PW2,G209
PW23,G216
PW32,G133
PW36,G155
PW46,G257
PW17,G35
PW21,G302
PW14,G331
PW3,G298
PW12,G271
PW46,G219
