pathway_id,gene
PW2,G232
PW42,G147
PW0,G229
PW5,G67
PW33,G46
PW38,G337
PW15,G93
PW5,G383
PW2,G219
PW3,G128
PW42,G332
PW48,G165
PW16,G127
PW28,G66
PW47,G169
PW4,G196
PW18,G341
PW12,G206
PW13,G298
PW29,G398
PW16,G328
PW29,G290
PW45,G163
PW26,G334
PW38,G351
PW38,G247
PW11,G177
PW11,G59
PW43,G312
PW43,G56
PW30,G14
PW44,G4
PW22,G115
PW19,G393
PW18,G329
PW30,G354
PW30,G1
PW35,G23
PW18,G163
PW34,G271
PW5,G224
PW20,G295
PW48,G215
PW30,G289
PW6,G220
PW43,G318
PW0,G259
PW37,G195
PW28,G383
PW29,G237
PW9,G42
PW23,G114
PW15,G271
PW9,G189
PW0,G130
PW43,G159
PW8,G103
PW39,G330
PW28,G334
PW2,G35
PW24,G277
PW25,G326
PW12,G96
PW42,G69
PW31,G368
PW19,G163
PW49,G1
PW18,G44
PW39,G267
PW19,G282
PW2,G112
PW22,G182
PW18,G327
PW17,G180
PW3,G190
PW35,G292
PW9,G267
PW37,G262
PW22,G110
PW24,G275
PW2,G307
PW46,G3
PW39,G165
PW18,G340
PW16,G209
PW47,G75
PW38,G109
PW4,G361
PW0,G206
PW45,G209
PW11,G132
PW2,G160
PW3,G65
PW44,G343
PW23,G8
PW10,G227
PW0,G134
PW24,G225
PW45,G363
PW2,G103
PW15,G88
PW47,G37
PW25,G14
PW15,G282
PW29,G172
PW31,G167
PW29,G103
PW38,G358
PW15,G366
PW22,G309
PW17,G204
PW27,G144
PW39,G221
PW4,G88
PW6,G314
PW7,G180
PW22,G208
PW20,G31
PW7,G333
PW28,G308
PW33,G167
PW2,G277
PW28,G373
PW16,G148
PW8,G393
PW23,G383
PW42,G338
PW14,G125
PW38,G310
PW6,G33
PW31,G350
PW32,G301
PW10,G91
PW34,G226
PW25,G193
PW10,G376
PW20,G52
PW35,G370
PW0,G141
PW24,G167
PW45,G383
PW28,G84
PW30,G165
PW16,G247
PW13,G244
PW17,G367
PW45,G244
PW11,G131
PW16,G157
PW3,G369
PW9,G133
PW39,G333
PW22,G271
PW36,G28
PW47,G172
PW12,G115
PW8,G12
PW15,G195
PW28,G320
PW49,G378
PW11,G250
PW36,G341
PW8,G253
PW13,G146
PW23,G384
PW44,G144
PW4,G383
PW31,G80
PW19,G92
PW42,G47
PW18,G326
PW27,G144
PW36,G212
PW17,G348
PW41,G391
PW19,G24
PW9,G390
PW24,G251
PW46,G270
PW20,G176
PW43,G311
PW20,G181
PW38,G261
PW19,G218
PW12,G62
PW47,G327
PW45,G281
PW26,G214
PW9,G200
PW9,G18
PW40,G56
PW35,G343
PW2,G49
PW16,G366
PW11,G189
PW8,G16
PW1,G244
PW5,G228
PW23,G321
PW45,G92
PW25,G38
PW1,G259
PW45,G367
PW31,G74
PW34,G289
PW17,G334
PW35,G197
PW24,G228
PW5,G389
PW33,G199
PW30,G165
PW31,G83
PW18,G191
PW15,G208
PW47,G121
PW17,G46
PW6,G73
PW13,G158
PW1,G117
PW34,G135
PW25,G96
PW36,G341
PW4,G40
PW44,G335
PW22,G103
PW38,G8
PW26,G63
PW44,G295
PW18,G325
PW14,G245
PW14,G322
PW17,G315
PW29,G342
PW1,G102
PW46,G196
PW32,G153
PW41,G52
PW7,G373
PW9,G342
PW9,G292
PW36,G396
PW1,G295
PW34,G290
PW17,G158
PW40,G74
PW3,G264
PW26,G88
PW38,G243
PW13,G3
PW10,G231
PW35,G70
PW8,G197
PW35,G302
PW28,G13
PW30,G381
PW36,G171
PW3,G279
PW3,G250
PW45,G208
PW6,G103
PW22,G223
PW1,G131
PW0,G107
PW24,G324
PW33,G219
PW14,G379
PW23,G282
PW18,G228
PW28,G111
PW42,G122
PW19,G386
PW42,G283
PW0,G30
PW14,G63
PW13,G295
PW15,G377
PW26,G306
PW0,G371
PW18,G320
PW29,G321
PW15,G212
PW11,G36
PW11,G312
PW49,G351
PW24,G351
PW28,G142
PW38,G178
PW8,G293
PW11,G386
PW6,G299
PW31,G323
PW3,G262
PW15,G92
PW0,G267
PW15,G134
PW23,G252
PW30,G89
PW37,G33
PW40,G17
PW22,G72
PW17,G20
PW8,G44
PW34,G228
PW25,G396
PW46,G232
PW35,G329
PW33,G303
PW27,G255
PW40,G122
PW49,G198
PW29,G373
PW8,G25
PW35,G396
PW27,G25
PW47,G75
PW14,G257
PW30,G231
PW2,G29
PW17,G367
PW24,G320
PW14,G51
PW20,G291
PW2,G304
PW37,G298
PW10,G174
PW42,G80
PW37,G333
PW35,G284
PW32,G382
PW4,G278
PW1,G76
PW28,G35
PW21,G295
PW2,G47
PW17,G161
PW33,G274
PW44,G176
PW24,G231
PW42,G250
PW13,G301
PW35,G313
PW46,G74
PW23,G56
PW30,G32
PW34,G251
PW1,G83
PW20,G342
PW1,G23
