sample_id,drug,response
S0,Bosutinib,0
S1,Bosutinib,1
S2,Bosutinib,1
S3,Bosutinib,1
S4,Bosutinib,1
S5,Bosutinib,1
S6,Bosutinib,1
S7,Bosutinib,1
S8,Bosutinib,0
S9,Bosutinib,0
S10,Bosutinib,0
S11,Bosutinib,1
S12,Bosutinib,0
S13,Bosutinib,1
S14,Bosutinib,0
S15,Bosutinib,1
S16,Bosutinib,1
S17,Bosutinib,1
S18,Bosutinib,0
S19,Bosutinib,1
S20,Bosutinib,0
S21,Bosutinib,1
S22,Bosutinib,1
S23,Bosutinib,1
S24,Bosutinib,0
S25,Bosutinib,0
S26,Bosutinib,0
S27,Bosutinib,0
S28,Bosutinib,0
S29,Bosutinib,0
S30,Bosutinib,0
S31,Bosutinib,0
S32,Bosutinib,1
S33,Bosutinib,1
S34,Bosutinib,1
S35,Bosutinib,1
S36,Bosutinib,0
S37,Bosutinib,0
S38,Bosutinib,1
S39,Bosutinib,1
S40,Bosutinib,1
S41,Bosutinib,1
S42,Bosutinib,1
S43,Bosutinib,0
S44,Bosutinib,0
S45,Bosutinib,1
S46,Bosutinib,1
S47,Bosutinib,1
S48,Bosutinib,1
S49,Bosutinib,0
S50,Bosutinib,1
S51,Bosutinib,1
S52,Bosutinib,1
S53,Bosutinib,1
S54,Bosutinib,0
S55,Bosutinib,1
S56,Bosutinib,1
S57,Bosutinib,1
S58,Bosutinib,1
S59,Bosutinib,1
S60,Bosutinib,0
S61,Bosutinib,0
S62,Bosutinib,1
S63,Bosutinib,1
S64,Bosutinib,1
S65,Bosutinib,1
S66,Bosutinib,1
S67,Bosutinib,1
S68,Bosutinib,1
S69,Bosutinib,0
S70,Bosutinib,0
S71,Bosutinib,0
S72,Bosutinib,1
S73,Bosutinib,0
S74,Bosutinib,1
S75,Bosutinib,0
S76,Bosutinib,0
S77,Bosutinib,1
S78,Bosutinib,0
S79,Bosutinib,1
S80,Bosutinib,0
S81,Bosutinib,0
S82,Bosutinib,0
S83,Bosutinib,1
S84,Bosutinib,0
S85,Bosutinib,1
S86,Bosutinib,1
S87,Bosutinib,0
S88,Bosutinib,0
S89,Bosutinib,0
S90,Bosutinib,0
S91,Bosutinib,0
S92,Bosutinib,1
S93,Bosutinib,0
S94,Bosutinib,1
S95,Bosutinib,0
S96,Bosutinib,0
S97,Bosutinib,0
S98,Bosutinib,0
S99,Bosutinib,0
S100,Bosutinib,1
S101,Bosutinib,0
S102,Bosutinib,1
S103,Bosutinib,0
S104,Bosutinib,0
S105,Bosutinib,1
S106,Bosutinib,1
S107,Bosutinib,0
S108,Bosutinib,1
S109,Bosutinib,0
S110,Bosutinib,1
S111,Bosutinib,1
S112,Bosutinib,1
S113,Bosutinib,1
S114,Bosutinib,1
S115,Bosutinib,0
S116,Bosutinib,1
S117,Bosutinib,1
S118,Bosutinib,0
S119,Bosutinib,1
