pathway_id,gene
PW19,G321
PW38,G191
PW28,G369
PW27,G195
PW26,G320
PW8,G214
PW9,G326
PW39,G306
PW18,G166
PW6,G355
PW6,G105
PW23,G163
PW27,G316
PW12,G47
PW0,G180
PW1,G331
PW47,G362
PW5,G172
PW42,G249
PW26,G167
PW37,G264
PW0,G262
PW30,G225
PW29,G161
PW1,G343
PW43,G167
PW14,G172
PW0,G125
PW43,G25
PW49,G266
PW44,G83
PW34,G250
PW47,G341
PW33,G176
PW14,G189
PW1,G312
PW38,G135
PW46,G303
PW3,G175
PW11,G386
PW14,G239
PW48,G278
PW23,G243
PW48,G330
PW7,G59
PW1,G257
PW32,G176
PW29,G145
PW39,G177
PW2,G212
PW19,G1
PW28,G274
PW33,G192
PW43,G334
PW26,G261
PW29,G62
PW20,G145
PW34,G285
PW34,G221
PW28,G18
PW13,G398
PW13,G170
PW37,G340
PW3,G384
PW14,G383
PW2,G388
PW1,G378
PW33,G309
PW41,G318
PW8,G150
PW44,G280
PW4,G373
PW47,G226
PW3,G169
PW36,G341
PW26,G291
PW35,G119
PW24,G148
PW48,G295
PW48,G272
PW9,G177
PW18,G197
PW35,G318
PW43,G56
PW11,G182
PW16,G351
PW26,G74
PW34,G328
PW37,G155
PW31,G181
PW15,G284
PW11,G133
PW3,G24
PW6,G181
PW48,G361
PW27,G261
PW16,G31
PW36,G166
PW1,G84
PW11,G47
PW17,G41
PW31,G47
PW15,G8
PW9,G55
PW8,G334
PW29,G130
PW34,G76
PW2,G373
PW30,G189
PW25,G80
PW4,G382
PW44,G23
PW0,G203
PW36,G165
PW18,G328
PW21,G117
PW38,G332
PW12,G313
PW27,G52
PW38,G342
PW14,G367
PW15,G4
PW24,G16
PW43,G145
PW37,G242
PW49,G214
PW43,G226
PW24,G144
PW35,G271
PW16,G216
PW42,G208
PW40,G16
PW49,G102
PW6,G111
PW17,G332
PW45,G223
PW49,G23
PW42,G335
PW30,G221
PW19,G328
PW48,G204
PW44,G40
PW32,G294
PW23,G290
PW0,G103
PW43,G271
PW30,G333
PW35,G78
PW1,G310
PW46,G189
PW35,G327
PW7,G196
PW45,G168
PW14,G164
PW41,G51
PW30,G38
PW29,G215
PW7,G121
PW44,G283
PW15,G212
PW24,G264
PW15,G342
PW45,G250
PW9,G165
PW14,G299
PW42,G380
PW16,G275
PW37,G295
PW6,G65
PW20,G110
PW31,G40
PW10,G82
PW13,G105
PW26,G148
PW27,G17
PW47,G98
PW21,G31
PW30,G75
PW2,G137
PW30,G298
PW40,G30
PW40,G396
PW47,G237
PW26,G138
PW7,G237
PW2,G65
PW41,G103
PW10,G308
PW41,G141
PW21,G3
PW38,G231
PW35,G125
PW31,G306
PW22,G309
PW22,G386
PW47,G158
PW12,G88
PW38,G109
PW45,G366
PW5,G270
PW19,G302
PW35,G342
PW8,G58
PW32,G321
PW11,G392
PW28,G209
PW15,G3
PW9,G119
PW34,G367
PW13,G353
PW17,G150
PW22,G31
PW24,G33
PW12,G378
PW43,G71
PW12,G292
PW34,G24
PW29,G67
PW40,G167
PW26,G108
PW23,G377
PW19,G84
PW20,G103
PW23,G70
