sample_id,drug,response
S0,17-AAG,1
S1,17-AAG,1
S2,17-AAG,0
S3,17-AAG,0
S4,17-AAG,0
S5,17-AAG,1
S6,17-AAG,0
S7,17-AAG,1
S8,17-AAG,1
S9,17-AAG,1
S10,17-AAG,0
S11,17-AAG,0
S12,17-AAG,0
S13,17-AAG,1
S14,17-AAG,0
S15,17-AAG,1
S16,17-AAG,0
S17,17-AAG,1
S18,17-AAG,1
S19,17-AAG,1
S20,17-AAG,1
S21,17-AAG,0
S22,17-AAG,0
S23,17-AAG,1
S24,17-AAG,1
S25,17-AAG,1
S26,17-AAG,0
S27,17-AAG,0
S28,17-AAG,1
S29,17-AAG,1
S30,17-AAG,1
S31,17-AAG,1
S32,17-AAG,1
S33,17-AAG,1
S34,17-AAG,0
S35,17-AAG,1
S36,17-AAG,1
S37,17-AAG,1
S38,17-AAG,0
S39,17-AAG,1
S40,17-AAG,1
S41,17-AAG,0
S42,17-AAG,0
S43,17-AAG,0
S44,17-AAG,0
S45,17-AAG,1
S46,17-AAG,1
S47,17-AAG,1
S48,17-AAG,1
S49,17-AAG,1
S50,17-AAG,0
S51,17-AAG,0
S52,17-AAG,1
S53,17-AAG,0
S54,17-AAG,1
S55,17-AAG,1
S56,17-AAG,1
S57,17-AAG,1
S58,17-AAG,1
S59,17-AAG,0
S60,17-AAG,1
S61,17-AAG,1
S62,17-AAG,0
S63,17-AAG,1
S64,17-AAG,1
S65,17-AAG,1
S66,17-AAG,1
S67,17-AAG,0
S68,17-AAG,0
S69,17-AAG,1
S70,17-AAG,1
S71,17-AAG,1
S72,17-AAG,0
S73,17-AAG,1
S74,17-AAG,1
S75,17-AAG,1
S76,17-AAG,0
S77,17-AAG,0
S78,17-AAG,1
S79,17-AAG,0
S80,17-AAG,0
S81,17-AAG,1
S82,17-AAG,1
S83,17-AAG,1
S84,17-AAG,0
S85,17-AAG,0
S86,17-AAG,1
S87,17-AAG,1
S88,17-AAG,0
S89,17-AAG,1
S90,17-AAG,1
S91,17-AAG,0
S92,17-AAG,1
S93,17-AAG,0
S94,17-AAG,1
S95,17-AAG,0
S96,17-AAG,0
S97,17-AAG,0
S98,17-AAG,0
S99,17-AAG,1
S100,17-AAG,1
S101,17-AAG,0
S102,17-AAG,1
S103,17-AAG,1
S104,17-AAG,0
S105,17-AAG,0
S106,17-AAG,0
S107,17-AAG,1
S108,17-AAG,1
S109,17-AAG,0
S110,17-AAG,0
S111,17-AAG,1
S112,17-AAG,1
S113,17-AAG,0
S114,17-AAG,0
S115,17-AAG,0
S116,17-AAG,0
S117,17-AAG,0
S118,17-AAG,0
S119,17-AAG,0
