sample_id,drug,response
S0,GW843682X,0
S1,GW843682X,1
S2,GW843682X,1
S3,GW843682X,1
S4,GW843682X,1
S5,GW843682X,1
S6,GW843682X,1
S7,GW843682X,0
S8,GW843682X,0
S9,GW843682X,1
S10,GW843682X,0
S11,GW843682X,1
S12,GW843682X,1
S13,GW843682X,0
S14,GW843682X,1
S15,GW843682X,1
S16,GW843682X,1
S17,GW843682X,1
S18,GW843682X,0
S19,GW843682X,0
S20,GW843682X,0
S21,GW843682X,1
S22,GW843682X,1
S23,GW843682X,0
S24,GW843682X,1
S25,GW843682X,0
S26,GW843682X,1
S27,GW843682X,0
S28,GW843682X,1
S29,GW843682X,0
S30,GW843682X,1
S31,GW843682X,0
S32,GW843682X,0
S33,GW843682X,1
S34,GW843682X,1
S35,GW843682X,0
S36,GW843682X,1
S37,GW843682X,1
S38,GW843682X,1
S39,GW843682X,0
S40,GW843682X,1
S41,GW843682X,0
S42,GW843682X,0
S43,GW843682X,0
S44,GW843682X,0
S45,GW843682X,1
S46,GW843682X,0
S47,GW843682X,1
S48,GW843682X,0
S49,GW843682X,1
S50,GW843682X,1
S51,GW843682X,1
S52,GW843682X,1
S53,GW843682X,0
S54,GW843682X,0
S55,GW843682X,1
S56,GW843682X,0
S57,GW843682X,1
S58,GW843682X,0
S59,GW843682X,0
S60,GW843682X,1
S61,GW843682X,1
S62,GW843682X,1
S63,GW843682X,1
S64,GW843682X,1
S65,GW843682X,0
S66,GW843682X,1
S67,GW843682X,0
S68,GW843682X,1
S69,GW843682X,0
S70,GW843682X,1
S71,GW843682X,1
S72,GW843682X,0
S73,GW843682X,0
S74,GW843682X,0
S75,GW843682X,0
S76,GW843682X,1
S77,GW843682X,1
S78,GW843682X,1
S79,GW843682X,1
S80,GW843682X,1
S81,GW843682X,0
S82,GW843682X,1
S83,GW843682X,0
S84,GW843682X,0
S85,GW843682X,1
S86,GW843682X,0
S87,GW843682X,0
S88,GW843682X,1
S89,GW843682X,1
S90,GW843682X,0
S91,GW843682X,0
S92,GW843682X,1
S93,GW843682X,1
S94,GW843682X,1
S95,GW843682X,1
S96,GW843682X,1
S97,GW843682X,0
S98,GW843682X,0
S99,GW843682X,0
S100,GW843682X,0
S101,GW843682X,0
S102,GW843682X,0
S103,GW843682X,1
S104,GW843682X,0
S105,GW843682X,0
S106,GW843682X,1
S107,GW843682X,1
S108,GW843682X,0
S109,GW843682X,0
S110,GW843682X,1
S111,GW843682X,1
S112,GW843682X,1
S113,GW843682X,1
S114,GW843682X,1
S115,GW843682X,1
S116,GW843682X,1
S117,GW843682X,0
S118,GW843682X,1
S119,GW843682X,0
