sample_id,drug,response
S0,OSI-027,0
S1,OSI-027,1
S2,OSI-027,1
S3,OSI-027,1
S4,OSI-027,1
S5,OSI-027,1
S6,OSI-027,1
S7,OSI-027,1
S8,OSI-027,1
S9,OSI-027,0
S10,OSI-027,0
S11,OSI-027,1
S12,OSI-027,0
S13,OSI-027,1
S14,OSI-027,1
S15,OSI-027,0
S16,OSI-027,1
S17,OSI-027,1
S18,OSI-027,1
S19,OSI-027,0
S20,OSI-027,1
S21,OSI-027,0
S22,OSI-027,1
S23,OSI-027,0
S24,OSI-027,1
S25,OSI-027,1
S26,OSI-027,1
S27,OSI-027,0
S28,OSI-027,0
S29,OSI-027,0
S30,OSI-027,0
S31,OSI-027,0
S32,OSI-027,1
S33,OSI-027,0
S34,OSI-027,1
S35,OSI-027,0
S36,OSI-027,1
S37,OSI-027,0
S38,OSI-027,1
S39,OSI-027,0
S40,OSI-027,1
S41,OSI-027,0
S42,OSI-027,1
S43,OSI-027,1
S44,OSI-027,0
S45,OSI-027,1
S46,OSI-027,0
S47,OSI-027,0
S48,OSI-027,0
S49,OSI-027,1
S50,OSI-027,1
S51,OSI-027,1
S52,OSI-027,0
S53,OSI-027,1
S54,OSI-027,0
S55,OSI-027,1
S56,OSI-027,1
S57,OSI-027,1
S58,OSI-027,1
S59,OSI-027,1
S60,OSI-027,1
S61,OSI-027,1
S62,OSI-027,0
S63,OSI-027,1
S64,OSI-027,1
S65,OSI-027,0
S66,OSI-027,0
S67,OSI-027,1
S68,OSI-027,1
S69,OSI-027,0
S70,OSI-027,1
S71,OSI-027,0
S72,OSI-027,1
S73,OSI-027,0
S74,OSI-027,1
S75,OSI-027,1
S76,OSI-027,0
S77,OSI-027,0
S78,OSI-027,1
S79,OSI-027,1
S80,OSI-027,0
S81,OSI-027,1
S82,OSI-027,1
S83,OSI-027,0
S84,OSI-027,0
S85,OSI-027,1
S86,OSI-027,0
S87,OSI-027,1
S88,OSI-027,1
S89,OSI-027,0
S90,OSI-027,0
S91,OSI-027,0
S92,OSI-027,1
S93,OSI-027,1
S94,OSI-027,0
S95,OSI-027,1
S96,OSI-027,1
S97,OSI-027,0
S98,OSI-027,0
S99,OSI-027,0
S100,OSI-027,1
S101,OSI-027,0
S102,OSI-027,0
S103,OSI-027,1
S104,OSI-027,0
S105,OSI-027,0
S106,OSI-027,1
S107,OSI-027,0
S108,OSI-027,1
S109,OSI-027,0
S110,OSI-027,1
S111,OSI-027,1
S112,OSI-027,0
S113,OSI-027,0
S114,OSI-027,1
S115,OSI-027,1
S116,OSI-027,1
S117,OSI-027,1
S118,OSI-027,0
S119,OSI-027,0
