sample_id,drug,response
S0,BMS-345541,0
S1,BMS-345541,0
S2,BMS-345541,0
S3,BMS-345541,1
S4,BMS-345541,1
S5,BMS-345541,0
S6,BMS-345541,0
S7,BMS-345541,0
S8,BMS-345541,1
S9,BMS-345541,1
S10,BMS-345541,0
S11,BMS-345541,1
S12,BMS-345541,1
S13,BMS-345541,1
S14,BMS-345541,0
S15,BMS-345541,0
S16,BMS-345541,1
S17,BMS-345541,1
S18,BMS-345541,0
S19,BMS-345541,1
S20,BMS-345541,1
S21,BMS-345541,0
S22,BMS-345541,1
S23,BMS-345541,0
S24,BMS-345541,1
S25,BMS-345541,1
S26,BMS-345541,1
S27,BMS-345541,0
S28,BMS-345541,0
S29,BMS-345541,0
S30,BMS-345541,1
S31,BMS-345541,0
S32,BMS-345541,0
S33,BMS-345541,0
S34,BMS-345541,0
S35,BMS-345541,1
S36,BMS-345541,1
S37,BMS-345541,0
S38,BMS-345541,0
S39,BMS-345541,1
S40,BMS-345541,0
S41,BMS-345541,0
S42,BMS-345541,1
S43,BMS-345541,0
S44,BMS-345541,0
S45,BMS-345541,1
S46,BMS-345541,1
S47,BMS-345541,1
S48,BMS-345541,1
S49,BMS-345541,1
S50,BMS-345541,1
S51,BMS-345541,1
S52,BMS-345541,1
S53,BMS-345541,1
S54,BMS-345541,1
S55,BMS-345541,1
S56,BMS-345541,0
S57,BMS-345541,1
S58,BMS-345541,1
S59,BMS-345541,1
S60,BMS-345541,0
S61,BMS-345541,1
S62,BMS-345541,1
S63,BMS-345541,0
S64,BMS-345541,0
S65,BMS-345541,1
S66,BMS-345541,1
S67,BMS-345541,1
S68,BMS-345541,0
S69,BMS-345541,1
S70,BMS-345541,1
S71,BMS-345541,1
S72,BMS-345541,0
S73,BMS-345541,0
S74,BMS-345541,0
S75,BMS-345541,1
S76,BMS-345541,1
S77,BMS-345541,0
S78,BMS-345541,0
S79,BMS-345541,1
S80,BMS-345541,1
S81,BMS-345541,0
S82,BMS-345541,1
S83,BMS-345541,1
S84,BMS-345541,0
S85,BMS-345541,1
S86,BMS-345541,0
S87,BMS-345541,1
S88,BMS-345541,1
S89,BMS-345541,0
S90,BMS-345541,0
S91,BMS-345541,1
S92,BMS-345541,0
S93,BMS-345541,0
S94,BMS-345541,1
S95,BMS-345541,1
S96,BMS-345541,1
S97,BMS-345541,0
S98,BMS-345541,0
S99,BMS-345541,0
S100,BMS-345541,0
S101,BMS-345541,0
S102,BMS-345541,1
S103,BMS-345541,0
S104,BMS-345541,1
S105,BMS-345541,1
S106,BMS-345541,1
S107,BMS-345541,1
S108,BMS-345541,1
S109,BMS-345541,0
S110,BMS-345541,1
S111,BMS-345541,1
S112,BMS-345541,1
S113,BMS-345541,0
S114,BMS-345541,0
S115,BMS-345541,0
S116,BMS-345541,1
S117,BMS-345541,0
S118,BMS-345541,1
S119,BMS-345541,1
