sample_id,drug,response
S0,KU-55933,0
S1,KU-55933,0
S2,KU-55933,1
S3,KU-55933,0
S4,KU-55933,1
S5,KU-55933,1
S6,KU-55933,0
S7,KU-55933,1
S8,KU-55933,1
S9,KU-55933,1
S10,KU-55933,1
S11,KU-55933,0
S12,KU-55933,1
S13,KU-55933,1
S14,KU-55933,1
S15,KU-55933,1
S16,KU-55933,1
S17,KU-55933,1
S18,KU-55933,1
S19,KU-55933,1
S20,KU-55933,1
S21,KU-55933,1
S22,KU-55933,1
S23,KU-55933,1
S24,KU-55933,1
S25,KU-55933,0
S26,KU-55933,0
S27,KU-55933,1
S28,KU-55933,0
S29,KU-55933,0
S30,KU-55933,0
S31,KU-55933,1
S32,KU-55933,1
S33,KU-55933,0
S34,KU-55933,0
S35,KU-55933,0
S36,KU-55933,0
S37,KU-55933,1
S38,KU-55933,0
S39,KU-55933,0
S40,KU-55933,1
S41,KU-55933,1
S42,KU-55933,1
S43,KU-55933,0
S44,KU-55933,1
S45,KU-55933,1
S46,KU-55933,1
S47,KU-55933,0
S48,KU-55933,1
S49,KU-55933,0
S50,KU-55933,0
S51,KU-55933,0
S52,KU-55933,1
S53,KU-55933,0
S54,KU-55933,1
S55,KU-55933,0
S56,KU-55933,1
S57,KU-55933,1
S58,KU-55933,0
S59,KU-55933,1
S60,KU-55933,1
S61,KU-55933,1
S62,KU-55933,0
S63,KU-55933,1
S64,KU-55933,0
S65,KU-55933,1
S66,KU-55933,0
S67,KU-55933,1
S68,KU-55933,0
S69,KU-55933,1
S70,KU-55933,1
S71,KU-55933,1
S72,KU-55933,1
S73,KU-55933,0
S74,KU-55933,1
S75,KU-55933,0
S76,KU-55933,0
S77,KU-55933,1
S78,KU-55933,1
S79,KU-55933,0
S80,KU-55933,0
S81,KU-55933,0
S82,KU-55933,1
S83,KU-55933,1
S84,KU-55933,1
S85,KU-55933,0
S86,KU-55933,1
S87,KU-55933,0
S88,KU-55933,1
S89,KU-55933,1
S90,KU-55933,1
S91,KU-55933,1
S92,KU-55933,1
S93,KU-55933,1
S94,KU-55933,1
S95,KU-55933,0
S96,KU-55933,0
S97,KU-55933,0
S98,KU-55933,0
S99,KU-55933,0
S100,KU-55933,1
S101,KU-55933,0
S102,KU-55933,1
S103,KU-55933,1
S104,KU-55933,0
S105,KU-55933,0
S106,KU-55933,1
S107,KU-55933,0
S108,KU-55933,1
S109,KU-55933,0
S110,KU-55933,0
S111,KU-55933,0
S112,KU-55933,1
S113,KU-55933,0
S114,KU-55933,0
S115,KU-55933,0
S116,KU-55933,0
S117,KU-55933,0
S118,KU-55933,1
S119,KU-55933,1
