sample_id,drug,response
S0,JNJ-26854165,0
S1,JNJ-26854165,1
S2,JNJ-26854165,0
S3,JNJ-26854165,1
S4,JNJ-26854165,0
S5,JNJ-26854165,1
S6,JNJ-26854165,1
S7,JNJ-26854165,0
S8,JNJ-26854165,0
S9,JNJ-26854165,1
S10,JNJ-26854165,0
S11,JNJ-26854165,0
S12,JNJ-26854165,1
S13,JNJ-26854165,1
S14,JNJ-26854165,1
S15,JNJ-26854165,1
S16,JNJ-26854165,0
S17,JNJ-26854165,1
S18,JNJ-26854165,1
S19,JNJ-26854165,1
S20,JNJ-26854165,0
S21,JNJ-26854165,0
S22,JNJ-26854165,0
S23,JNJ-26854165,0
S24,JNJ-26854165,0
S25,JNJ-26854165,1
S26,JNJ-26854165,1
S27,JNJ-26854165,1
S28,JNJ-26854165,1
S29,JNJ-26854165,1
S30,JNJ-26854165,1
S31,JNJ-26854165,1
S32,JNJ-26854165,1
S33,JNJ-26854165,1
S34,JNJ-26854165,1
S35,JNJ-26854165,1
S36,JNJ-26854165,0
S37,JNJ-26854165,1
S38,JNJ-26854165,0
S39,JNJ-26854165,1
S40,JNJ-26854165,1
S41,JNJ-26854165,0
S42,JNJ-26854165,0
S43,JNJ-26854165,1
S44,JNJ-26854165,0
S45,JNJ-26854165,0
S46,JNJ-26854165,1
S47,JNJ-26854165,1
S48,JNJ-26854165,1
S49,JNJ-26854165,0
S50,JNJ-26854165,0
S51,JNJ-26854165,0
S52,JNJ-26854165,0
S53,JNJ-26854165,1
S54,JNJ-26854165,0
S55,JNJ-26854165,0
S56,JNJ-26854165,1
S57,JNJ-26854165,1
S58,JNJ-26854165,1
S59,JNJ-26854165,0
S60,JNJ-26854165,1
S61,JNJ-26854165,1
S62,JNJ-26854165,1
S63,JNJ-26854165,0
S64,JNJ-26854165,1
S65,JNJ-26854165,1
S66,JNJ-26854165,0
S67,JNJ-26854165,0
S68,JNJ-26854165,1
S69,JNJ-26854165,1
S70,JNJ-26854165,0
S71,JNJ-26854165,1
S72,JNJ-26854165,1
S73,JNJ-26854165,0
S74,JNJ-26854165,1
S75,JNJ-26854165,1
S76,JNJ-26854165,0
S77,JNJ-26854165,0
S78,JNJ-26854165,1
S79,JNJ-26854165,0
S80,JNJ-26854165,0
S81,JNJ-26854165,0
S82,JNJ-26854165,0
S83,JNJ-26854165,0
S84,JNJ-26854165,0
S85,JNJ-26854165,0
S86,JNJ-26854165,1
S87,JNJ-26854165,0
S88,JNJ-26854165,0
S89,JNJ-26854165,1
S90,JNJ-26854165,1
S91,JNJ-26854165,1
S92,JNJ-26854165,1
S93,JNJ-26854165,1
S94,JNJ-26854165,0
S95,JNJ-26854165,1
S96,JNJ-26854165,0
S97,JNJ-26854165,0
S98,JNJ-26854165,1
S99,JNJ-26854165,0
S100,JNJ-26854165,0
S101,JNJ-26854165,1
S102,JNJ-26854165,1
S103,JNJ-26854165,0
S104,JNJ-26854165,1
S105,JNJ-26854165,0
S106,JNJ-26854165,1
S107,JNJ-26854165,0
S108,JNJ-26854165,1
S109,JNJ-26854165,1
S110,JNJ-26854165,0
S111,JNJ-26854165,1
S112,JNJ-26854165,0
S113,JNJ-26854165,0
S114,JNJ-26854165,1
S115,JNJ-26854165,1
S116,JNJ-26854165,1
S117,JNJ-26854165,1
S118,JNJ-26854165,1
S119,JNJ-26854165,1
