sample_id,drug,response
S0,TGX221,0
S1,TGX221,0
S2,TGX221,0
S3,TGX221,1
S4,TGX221,1
S5,TGX221,0
S6,TGX221,1
S7,TGX221,0
S8,TGX221,0
S9,TGX221,0
S10,TGX221,0
S11,TGX221,1
S12,TGX221,0
S13,TGX221,1
S14,TGX221,0
S15,TGX221,0
S16,TGX221,1
S17,TGX221,0
S18,TGX221,1
S19,TGX221,0
S20,TGX221,1
S21,TGX221,0
S22,TGX221,1
S23,TGX221,0
S24,TGX221,1
S25,TGX221,0
S26,TGX221,0
S27,TGX221,0
S28,TGX221,0
S29,TGX221,1
S30,TGX221,1
S31,TGX221,1
S32,TGX221,0
S33,TGX221,1
S34,TGX221,1
S35,TGX221,0
S36,TGX221,1
S37,TGX221,1
S38,TGX221,1
S39,TGX221,0
S40,TGX221,1
S41,TGX221,0
S42,TGX221,1
S43,TGX221,1
S44,TGX221,1
S45,TGX221,1
S46,TGX221,1
S47,TGX221,1
S48,TGX221,0
S49,TGX221,0
S50,TGX221,0
S51,TGX221,1
S52,TGX221,1
S53,TGX221,1
S54,TGX221,1
S55,TGX221,0
S56,TGX221,1
S57,TGX221,0
S58,TGX221,1
S59,TGX221,0
S60,TGX221,1
S61,TGX221,1
S62,TGX221,1
S63,TGX221,0
S64,TGX221,0
S65,TGX221,0
S66,TGX221,1
S67,TGX221,1
S68,TGX221,0
S69,TGX221,1
S70,TGX221,1
S71,TGX221,0
S72,TGX221,1
S73,TGX221,1
S74,TGX221,1
S75,TGX221,1
S76,TGX221,1
S77,TGX221,0
S78,TGX221,1
S79,TGX221,1
S80,TGX221,1
S81,TGX221,0
S82,TGX221,1
S83,TGX221,0
S84,TGX221,1
S85,TGX221,1
S86,TGX221,0
S87,TGX221,1
S88,TGX221,1
S89,TGX221,0
S90,TGX221,1
S91,TGX221,0
S92,TGX221,1
S93,TGX221,0
S94,TGX221,1
S95,TGX221,1
S96,TGX221,0
S97,TGX221,1
S98,TGX221,0
S99,TGX221,0
S100,TGX221,0
S101,TGX221,1
S102,TGX221,0
S103,TGX221,1
S104,TGX221,0
S105,TGX221,0
S106,TGX221,1
S107,TGX221,1
S108,TGX221,1
S109,TGX221,1
S110,TGX221,1
S111,TGX221,0
S112,TGX221,1
S113,TGX221,1
S114,TGX221,0
S115,TGX221,1
S116,TGX221,1
S117,TGX221,0
S118,TGX221,0
S119,TGX221,0
