pathway_id,gene
PW6,G131
PW14,G118
PW29,G281
PW6,G278
PW44,G388
PW31,G351
PW13,G116
PW18,G17
PW43,G332
PW2,G66
PW10,G70
PW14,G89
PW38,G221
PW20,G232
PW32,G17
PW3,G28
PW30,G355
PW16,G264
PW47,G290
PW47,G33
PW7,G245
PW44,G131
PW8,G329
PW0,G310
PW34,G355
PW40,G259
PW20,G255
PW43,G378
PW32,G253
PW12,G58
PW13,G298
PW42,G46
PW41,G49
PW3,G13
PW47,G296
PW39,G123
PW22,G135
PW15,G282
PW15,G81
PW45,G351
PW46,G112
PW23,G122
PW11,G58
PW10,G154
PW27,G122
PW22,G179
PW46,G58
PW30,G17
PW37,G38
PW39,G180
PW49,G109
PW23,G15
PW46,G244
PW45,G215
PW26,G292
PW46,G129
PW31,G225
PW35,G261
PW37,G286
PW0,G43
PW25,G133
PW7,G271
PW8,G320
PW40,G369
PW26,G214
PW8,G385
PW25,G374
PW38,G287
PW25,G12
PW44,G47
PW17,G239
PW7,G255
PW26,G203
PW9,G358
PW41,G163
PW15,G33
PW22,G362
PW26,G216
PW16,G274
PW48,G361
PW33,G371
PW0,G188
PW31,G209
PW49,G336
PW28,G351
PW35,G176
PW9,G110
PW42,G102
PW0,G386
PW35,G246
PW7,G125
PW0,G96
PW14,G135
PW17,G88
PW43,G187
PW24,G301
PW30,G64
PW23,G383
PW29,G360
PW43,G316
PW11,G258
PW23,G347
PW0,G208
PW19,G238
PW29,G74
PW36,G181
PW31,G347
PW16,G62
PW48,G25
PW37,G16
PW1,G399
PW33,G385
PW2,G283
PW4,G79
PW46,G336
PW14,G146
PW13,G246
PW38,G312
PW11,G59
PW17,G153
PW36,G326
PW44,G338
PW23,G127
PW11,G371
PW1,G263
PW17,G249
PW26,G250
PW42,G94
PW43,G340
PW5,G383
PW31,G299
PW45,G42
PW31,G230
PW29,G95
PW15,G373
PW15,G35
PW10,G105
PW12,G393
PW11,G209
PW25,G378
PW22,G152
PW34,G141
PW48,G396
PW3,G190
PW10,G304
PW34,G128
PW3,G96
PW14,G165
PW16,G47
PW8,G326
PW23,G88
PW14,G232
PW45,G365
PW27,G247
PW22,G295
PW17,G85
PW40,G125
PW3,G193
PW15,G336
PW34,G344
PW26,G146
PW10,G382
PW30,G231
PW1,G331
PW13,G119
PW20,G308
PW8,G92
PW2,G86
PW8,G115
PW42,G256
PW6,G298
PW18,G203
PW45,G24
PW7,G363
PW29,G155
PW26,G238
PW41,G119
PW35,G378
PW31,G158
PW33,G266
PW24,G342
PW37,G244
PW21,G275
PW18,G161
PW14,G308
PW21,G190
PW12,G280
PW3,G373
PW34,G212
PW19,G317
PW43,G334
PW13,G197
PW44,G334
PW11,G67
PW37,G315
PW19,G325
PW24,G367
PW29,G31
PW20,G215
PW43,G165
PW2,G318
PW13,G144
PW45,G201
PW49,G342
PW43,G66
PW36,G271
PW23,G130
PW23,G383
PW38,G335
